category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Vision Remote Immobiliser Vehicle Security System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310013,1.0,,Very Tidy,Napier,,10,"Powered on—proves basic functionality; Unused condition, $1 opening bid; Eliminates doubt vs untested units",Only unit with confirmed power-on verification at identical $1 price eliminates risk and justifies highest confidence for buyer.,350,100,220,219,21900,medium,Niche automotive security product; limited buyer pool but strong appeal to enthusiasts.,https://www.trademe.co.nz/a/search?search_string=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 23 Aug 26
Automotive Parts,Turners,Real price + condition,Vision Remote Immobiliser Vehicle Security System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310021,1.0,,Very Tidy,Napier,,9,"Unused, very tidy condition; Extreme bargain starting price; Genuine security system worth $300+","Unused stock-room item at $1 opening bid represents exceptional value; untested status is minor concern for sealed, unused equipment.",350,100,200,199,19900,medium,Niche automotive security product; limited buyer pool but strong appeal to enthusiasts.,https://www.trademe.co.nz/a/search?search_string=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Automotive Parts,Turners,Real price + condition,Vision Remote Immobiliser Vehicle Security System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310032,1.0,,Very Tidy,Napier,,9,"Unused, very tidy condition; Extreme bargain starting price; Genuine security system worth $300+","Unused stock-room item at $1 opening bid represents exceptional value; untested status is minor concern for sealed, unused equipment.",350,100,200,199,19900,medium,Niche automotive security product; limited buyer pool but strong appeal to enthusiasts.,https://www.trademe.co.nz/a/search?search_string=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Cars,Turners,Real price + condition,2016 Subaru Forester I 4WD,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/subaru/forester/28299789,,,,Avalon Drive,,5,No auction price visible to evaluate; 147k km is moderate-high mileage for age; Local ownership history is a plus,Cannot assess value without active price data; mileage and age suggest mid-market positioning but listing appears incomplete.,28000,,16000,,,high,"Popular Subaru model, strong NZ secondhand demand for 4WD SUVs.",https://www.trademe.co.nz/a/search?search_string=2016%20Subaru%20Forester%20I%204WD,https://www.facebook.com/marketplace/search/?query=2016%20Subaru%20Forester%20I%204WD,https://www.ebay.com.au/sch/i.html?_nkw=2016%20Subaru%20Forester%20I%204WD&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,"27"" Monitor Bundle & Startech Docking Station",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308957,1.0,,Average,Napier,,9,Extremely low opening bid; Triple monitor setup with docking; Premium Startech hardware included,"$1 opening for 3 monitors, docking station, and cabling is outstanding value despite untested status and average condition.",1200,100,450,449,44900,high,Multi-monitor setups and docking stations are in steady demand with remote workers.,https://www.trademe.co.nz/a/search?search_string=27%22%20Monitor%20Bundle%20%26%20Startech%20Docking%20Station,https://www.facebook.com/marketplace/search/?query=27%22%20Monitor%20Bundle%20%26%20Startech%20Docking%20Station,https://www.ebay.com.au/sch/i.html?_nkw=27%22%20Monitor%20Bundle%20%26%20Startech%20Docking%20Station&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,"AOC 27"" Monitor Bundle",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308612,1.0,,Average,Napier,,9,Extremely low opening bid; Complete bundle with peripherals; Office-grade equipment,"Starting bid of $1 on a 27"" monitor bundle with keyboard, mouse, and stand is exceptional value even accounting for untested condition.",450,100,200,199,19900,high,"27"" monitors and peripherals sell consistently on NZ secondhand market.",https://www.trademe.co.nz/a/search?search_string=AOC%2027%22%20Monitor%20Bundle,https://www.facebook.com/marketplace/search/?query=AOC%2027%22%20Monitor%20Bundle,https://www.ebay.com.au/sch/i.html?_nkw=AOC%2027%22%20Monitor%20Bundle&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,Battery Charger,https://www.turners.co.nz/General-Goods/Search/electronics/other/25373776,1.0,,Average,Napier,,7,Extremely low opening bid ($1); Industrial 500A carbon pile charger; Untested but average condition acceptable,"At $1 opening bid, this heavy-duty 500A carbon pile charger offers exceptional value if it functions; typical used industrial chargers resell for $80–150 NZD.",300,100,100,99,9900,medium,Industrial chargers have smaller buyer pool but strong value when working.,https://www.trademe.co.nz/a/search?search_string=Battery%20Charger,https://www.facebook.com/marketplace/search/?query=Battery%20Charger,https://www.ebay.com.au/sch/i.html?_nkw=Battery%20Charger&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Tern GSD S10 GEN1 E-Cargo Bike,https://www.turners.co.nz/General-Goods/Search/sport--leisure/cycling/28393611,,,Average,Turners Hamilton,Opens soon,4,"17,612kms on heavy e-cargo bike; Average condition, untested battery; No auction/buy-now price to assess value","High mileage and untested state prevent confident scoring; without a price anchor, cannot judge if value is competitive versus typical GSD resale (~$3,500–$4,500 NZD).",8500,,3200,,,medium,Niche cargo e-bike; decent demand but smaller buyer pool.,https://www.trademe.co.nz/a/search?search_string=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.facebook.com/marketplace/search/?query=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.ebay.com.au/sch/i.html?_nkw=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike&LH_Sold=1&LH_Complete=1&_sop=13,
Sport & Leisure,Turners,Real price + condition,Tern GSD S10 GEN1 E-Cargo Bike,https://www.turners.co.nz/General-Goods/Search/sport--leisure/cycling/28393546,,,Average,Turners Hamilton,Opens soon,3,"21,621kms—noticeably higher wear; Average condition, untested battery; No pricing data to assess deal quality","Higher mileage than comparable listing, untested battery, and missing price makes valuation impossible; likely worth $300–500 less on resale.",8500,,2800,,,medium,Niche cargo e-bike; decent demand but smaller buyer pool.,https://www.trademe.co.nz/a/search?search_string=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.facebook.com/marketplace/search/?query=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike,https://www.ebay.com.au/sch/i.html?_nkw=Tern%20GSD%20S10%20GEN1%20E-Cargo%20Bike&LH_Sold=1&LH_Complete=1&_sop=13,
