category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Antiques & Collectables,Thorntons,Listing language only (no price data),Auction #2 - Collectables & Interiors  26.8.26 FRI133177,https://www.thorntons.net.nz/auctions/detail/bw133177,,,,,,5,,"No descriptive content provided—only title, date, and lot number visible; insufficient information to assess opportunity.",,,,,,medium,Collectables and interiors typically have moderate resale demand.,https://www.trademe.co.nz/a/search?search_string=collectable,https://www.facebook.com/marketplace/search/?query=collectable,https://www.ebay.com.au/sch/i.html?_nkw=collectable&LH_Sold=1&LH_Complete=1&_sop=13,Caution: no description text; unclear lot count
Antiques & Collectables,Turners,Real price + condition,2 x drums with cardboard cores,https://www.turners.co.nz/General-Goods/Search/crafts/other/24937937,1.0,,Average,Lower Hutt,,2,"Untested, average condition only; Bulk cardboard cores have limited appeal; Niche reuse/craft market, slow-moving item","Cardboard drum cores are specialist/bulk scrap material with minimal secondhand demand; even at $1, resale would be difficult and slow.",,,2,1,100,low,"Niche bulk material, mostly useful for commercial/industrial reuse or craft hoarding.",https://www.trademe.co.nz/a/search?search_string=2%20x%20drums%20with%20cardboard%20cores,https://www.facebook.com/marketplace/search/?query=2%20x%20drums%20with%20cardboard%20cores,https://www.ebay.com.au/sch/i.html?_nkw=2%20x%20drums%20with%20cardboard%20cores&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Automotive Parts,Turners,Real price + condition,Vision Keyless Entry System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310050,1.0,,Very Tidy,Napier,,10,Identical unused condition; Even lower opening bid ($1); Same pristine stock-room provenance,"Identical item at $1 opening bid is unbeatable value—functionally equivalent to the $2 lot but fractionally cheaper with same untested, unused condition.",120,99,65,64,6400,medium,Niche security/commercial product; steady demand but smaller buyer pool.,https://www.trademe.co.nz/a/search?search_string=Vision%20Keyless%20Entry%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Keyless%20Entry%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Keyless%20Entry%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Automotive Parts,Turners,Real price + condition,Vision Remote Immobiliser Vehicle Security System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310013,1.0,,Very Tidy,Napier,,10,Powered-on testing adds confidence; Same $1 price as item 1; Proves functionality before purchase,"Identical price to item 1 but powered-on testing confirms basic function, eliminating untested-unit risk; best value of the three.",250,100,130,129,12900,high,Vehicle security systems are in steady demand; tested/verified units sell faster.,https://www.trademe.co.nz/a/search?search_string=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Automotive Parts,Turners,Real price + condition,Vision Remote Immobiliser Vehicle Security System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310021,1.0,,Very Tidy,Napier,,9,Exceptional price for unused stock item; Untested but very tidy condition; Vehicle security systems typically retail $150–300+,"Unused Vision immobiliser at $1 is exceptional value; even untested, stock-condition units easily command $100+ secondhand.",250,100,120,119,11900,high,Vehicle security systems are in steady demand; working units sell reliably.,https://www.trademe.co.nz/a/search?search_string=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Remote%20Immobiliser%20Vehicle%20Security%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Cars,Turners,Real price + condition,2016 Subaru Forester I 4WD,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/subaru/forester/28299789,,,,Avalon Drive,,6,NZ-new with full service history likely; 147k km is moderate mileage for 2016; WOF/rego valid through mid-2026–2027,"Local-market Forester in fair condition, but no pricing or reserve data makes value assessment speculative; typical 2016 Forester with this mileage sits NZ$18–22k used.",,,19500,,,high,"Subaru Forester is popular, reliable, strong NZ secondhand demand.",https://www.trademe.co.nz/a/search?search_string=2016%20Subaru%20Forester%20I%204WD,https://www.facebook.com/marketplace/search/?query=2016%20Subaru%20Forester%20I%204WD,https://www.ebay.com.au/sch/i.html?_nkw=2016%20Subaru%20Forester%20I%204WD&LH_Sold=1&LH_Complete=1&_sop=13,
Cars,Turners,Real price + condition,2016 Subaru Outback,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/subaru/outback/27978474,,,,Hornby,,5,"Fresh Japanese import, first NZ owner; No mileage, condition, or price disclosed; Turners dealer markup typically applies","Import status and dealer markup offset appeal; without mileage/pricing/condition detail, too risky to score higher despite fresh-stock appeal.",,,22000,,,high,Subaru Outback sought-after in NZ; imports often sell quickly.,https://www.trademe.co.nz/a/search?search_string=2016%20Subaru%20Outback,https://www.facebook.com/marketplace/search/?query=2016%20Subaru%20Outback,https://www.ebay.com.au/sch/i.html?_nkw=2016%20Subaru%20Outback&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
