category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Cooling System Conditioner,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/28063180,1.0,,Average,Turners Hamilton Trucks & Machinery,,6,"Bulk lot at minimal opening bid; Untested, average condition noted; Multi-purpose cooling system treatment","Same value proposition as Flush product—bulk $1 opening bid is steep discount, but untested status and wholesale format make resale to retail buyers difficult.",420,100,80,79,7900,low,"Bulk trade product, limited residential demand, untested inventory risk.",https://www.trademe.co.nz/a/search?search_string=Cooling%20System%20Conditioner,https://www.facebook.com/marketplace/search/?query=Cooling%20System%20Conditioner,https://www.ebay.com.au/sch/i.html?_nkw=Cooling%20System%20Conditioner&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: unknown; Closes 17 Aug 26
Automotive Parts,Turners,Real price + condition,Cooling System Flush,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/28063445,1.0,,Average,Turners Hamilton Trucks & Machinery,,6,"Bulk lot at minimal opening bid; Untested, average condition noted; Useful automotive maintenance product","28 bottles of limescale remover at $1 opening bid is exceptional price-per-unit, but untested condition and bulk format limit practical appeal to most buyers.",420,100,80,79,7900,low,"Bulk industrial/trade product, niche buyer pool, untested stock risk.",https://www.trademe.co.nz/a/search?search_string=Cooling%20System%20Flush,https://www.facebook.com/marketplace/search/?query=Cooling%20System%20Flush,https://www.ebay.com.au/sch/i.html?_nkw=Cooling%20System%20Flush&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: unknown; Closes 17 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,EX Commercial Aviation - IPn920 Turbo - 900 MHz 1.2 Mbps Wireless Gateway,https://www.turners.co.nz/General-Goods/Search/electronics/other/28214824,173.0,,Very Tidy,Christchurch,,7,"Lowest price among identical units; Unknown function acceptable at this price point; Niche industrial wireless tech, low resale demand","Best value here—$173 is fair for untested aviation-grade wireless gear with no functional guarantee, tied lowest with item 1.",800,78,220,47,27,low,"Niche industrial wireless equipment, small buyer pool in NZ.",https://www.trademe.co.nz/a/search?search_string=EX%20Commercial%20Aviation%20-%20IPn920%20Turbo%20-%20900%20MHz%201.2%20Mbps%20Wireless%20Gateway,https://www.facebook.com/marketplace/search/?query=EX%20Commercial%20Aviation%20-%20IPn920%20Turbo%20-%20900%20MHz%201.2%20Mbps%20Wireless%20Gateway,https://www.ebay.com.au/sch/i.html?_nkw=EX%20Commercial%20Aviation%20-%20IPn920%20Turbo%20-%20900%20MHz%201.2%20Mbps%20Wireless%20Gateway&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 16 Aug 26
Electronics & Tech,Turners,Real price + condition,EX Commercial Aviation - IPn920 Turbo - 900 MHz 1.2 Mbps Wireless Gateway,https://www.turners.co.nz/General-Goods/Search/electronics/other/28214807,173.0,,Very Tidy,Christchurch,,7,"Lowest price among identical units; Unknown function acceptable at this price point; Niche industrial wireless tech, low resale demand","Best value here—$173 is fair for untested aviation-grade wireless gear with no functional guarantee, tied lowest with items 1 & 3.",800,78,220,47,27,low,"Niche industrial wireless equipment, small buyer pool in NZ.",https://www.trademe.co.nz/a/search?search_string=EX%20Commercial%20Aviation%20-%20IPn920%20Turbo%20-%20900%20MHz%201.2%20Mbps%20Wireless%20Gateway,https://www.facebook.com/marketplace/search/?query=EX%20Commercial%20Aviation%20-%20IPn920%20Turbo%20-%20900%20MHz%201.2%20Mbps%20Wireless%20Gateway,https://www.ebay.com.au/sch/i.html?_nkw=EX%20Commercial%20Aviation%20-%20IPn920%20Turbo%20-%20900%20MHz%201.2%20Mbps%20Wireless%20Gateway&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 16 Aug 26
Electronics & Tech,Turners,Real price + condition,EX Commercial Aviation - x4 TRUSENSE S200 Laser-based Distance Meters & Case,https://www.turners.co.nz/General-Goods/Search/electronics/other/28214914,380.0,,Very Tidy,Christchurch,,5,Bulk lot offers modest per-unit savings; Case adds slight practical value; Unknown functionality remains concerning risk,"Four units + case at $380 (~$95/unit) is better per-unit value than single units, but unknown condition and niche appeal still limit resale ease and buyer confidence.",1200,68,300,-80,-21,low,Bulk niche tools; uncertain functionality and specialist-only audience slows resale.,https://www.trademe.co.nz/a/search?search_string=EX%20Commercial%20Aviation%20-%20x4%20TRUSENSE%20S200%20Laser-based%20Distance%20Meters%20%26%20Case,https://www.facebook.com/marketplace/search/?query=EX%20Commercial%20Aviation%20-%20x4%20TRUSENSE%20S200%20Laser-based%20Distance%20Meters%20%26%20Case,https://www.ebay.com.au/sch/i.html?_nkw=EX%20Commercial%20Aviation%20-%20x4%20TRUSENSE%20S200%20Laser-based%20Distance%20Meters%20%26%20Case&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: unknown; Closes 16 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,2x First Aid Kits,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/27583535,18.0,,Very Tidy,Christchurch,,3,Items past expiry dates; Limited usability for safety gear; Bulk lot may hide unusable items,Expired first aid supplies have reduced practical value and safety reliability despite low auction price; resellers face buyer hesitation and liability concerns.,50,64,15,-3,-17,low,Expired medical items face buyer trust and legal liability issues.,https://www.trademe.co.nz/a/search?search_string=2x%20First%20Aid%20Kits,https://www.facebook.com/marketplace/search/?query=2x%20First%20Aid%20Kits,https://www.ebay.com.au/sch/i.html?_nkw=2x%20First%20Aid%20Kits&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 16 Aug 26
Health & Beauty,Turners,Real price + condition,Pomona Selfgard 3Ply Disposable Face Masks - 40x Packs,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/27581125,23.0,,Excellent,Christchurch,,3,Expired stock past best-before date; Bulk quantity limits buyer pool; Minimal resale demand for expired masks,"Expired face masks have severely limited resale appeal; most buyers avoid expired PPE regardless of price, making this difficult to move even at auction clearing cost.",80,71,5,-18,-78,low,Expired PPE; most buyers won't purchase past best-before date.,https://www.trademe.co.nz/a/search?search_string=Pomona%20Selfgard%203Ply%20Disposable%20Face%20Masks%20-%2040x%20Packs,https://www.facebook.com/marketplace/search/?query=Pomona%20Selfgard%203Ply%20Disposable%20Face%20Masks%20-%2040x%20Packs,https://www.ebay.com.au/sch/i.html?_nkw=Pomona%20Selfgard%203Ply%20Disposable%20Face%20Masks%20-%2040x%20Packs&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 16 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
