category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,CHECK Bulk Scrap Batteries,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310985,45.0,,Average,Napier,,2,"Untested batteries, likely spent; No guaranteed usable capacity; Scrap value only, risky purchase",Spent batteries with no testing and uncertain condition make this essentially scrap; $45 is overpriced for untested bulk waste with zero resale value.,,,,,,low,Spent batteries have no secondhand resale market; only value is recycling.,https://www.trademe.co.nz/a/search?search_string=CHECK%20Bulk%20Scrap%20Batteries,https://www.facebook.com/marketplace/search/?query=CHECK%20Bulk%20Scrap%20Batteries,https://www.ebay.com.au/sch/i.html?_nkw=CHECK%20Bulk%20Scrap%20Batteries&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 24 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Cars,Turners,Real price + condition,2016 Subaru Outback,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/subaru/outback/27978474,,,,Hornby,,,"Unable to assess without pricing; Fresh import, first NZ owner; Sourced by reputable dealer (Turners)",Cannot score without current auction or buy-now prices; cannot determine value relative to market.,32000,,,,,high,"Outback highly sought after in NZ, dealer-certified imports trusted.",https://www.trademe.co.nz/a/search?search_string=2016%20Subaru%20Outback,https://www.facebook.com/marketplace/search/?query=2016%20Subaru%20Outback,https://www.ebay.com.au/sch/i.html?_nkw=2016%20Subaru%20Outback&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,"Dell 27"" Monitor",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308534,5.0,,Average,Napier,,8,"Single 27"" Dell monitor for $5 opening bid; Dell brand carries resale premium; Power and cables included","A Dell 27"" monitor at $5 is nearly giveaway pricing; Dell monitors hold value better than generic brands and this likely works.",280,98,100,95,1900,high,"Dell brand reputation and 27"" size drive strong secondhand demand.",https://www.trademe.co.nz/a/search?search_string=Dell%2027%22%20Monitor,https://www.facebook.com/marketplace/search/?query=Dell%2027%22%20Monitor,https://www.ebay.com.au/sch/i.html?_nkw=Dell%2027%22%20Monitor&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,Office Monitor Bundle,https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308789,3.0,,Average,Napier,,7,Single monitor plus peripherals for $3; Headset adds modest value to bundle; Minimal investment with upside resale,"At $3, this is purely speculative on monitor function, but even scrap value plus working peripherals make it worthwhile.",220,99,60,57,1900,medium,Single monitor less attractive than multi-pack; depends entirely on functionality.,https://www.trademe.co.nz/a/search?search_string=Office%20Monitor%20Bundle,https://www.facebook.com/marketplace/search/?query=Office%20Monitor%20Bundle,https://www.ebay.com.au/sch/i.html?_nkw=Office%20Monitor%20Bundle&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Sandalwood,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27926813,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sandalwood,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sandalwood,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sandalwood&LH_Sold=1&LH_Complete=1&_sop=13,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Sweet Pea,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27926911,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea&LH_Sold=1&LH_Complete=1&_sop=13,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Sweet Pea,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27926924,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Meeting Table,https://www.turners.co.nz/General-Goods/Search/house--garden/lounge-furniture/25309252,1.0,,Average,Napier,,9,Massive size for negligible cost; Heavy commercial furniture rarely underpriced; Functional despite average condition,A 2.4m meeting table at $1 NZD is exceptional value; even worn condition doesn't justify passing up furniture this substantial.,800,100,150,149,14900,medium,Bulky logistics deter buyers; niche buyer pool but strong demand among small businesses.,https://www.trademe.co.nz/a/search?search_string=Meeting%20Table,https://www.facebook.com/marketplace/search/?query=Meeting%20Table,https://www.ebay.com.au/sch/i.html?_nkw=Meeting%20Table&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
House & Garden,Turners,Real price + condition,Provision PR-B50PB Pole Mount Brackets 4x,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309724,1.0,,As New,Napier,,9,"As new condition, minimal wear; Industrial-grade pole mount brackets; Exceptional price for 4-pack",Four untested but unused pole mount brackets at $1 start bid represent extraordinary value; these typically retail $80–120 new and resell easily for $50+.,100,99,60,59,5900,high,Durable commercial hardware with steady demand from installers and DIYers.,https://www.trademe.co.nz/a/search?search_string=Provision%20PR-B50PB%20Pole%20Mount%20Brackets%204x,https://www.facebook.com/marketplace/search/?query=Provision%20PR-B50PB%20Pole%20Mount%20Brackets%204x,https://www.ebay.com.au/sch/i.html?_nkw=Provision%20PR-B50PB%20Pole%20Mount%20Brackets%204x&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Green Camping Chair,https://www.turners.co.nz/General-Goods/Search/sport--leisure/camping-equipment/25309378,1.0,,Average,Napier,,9,Extremely low opening bid; Basic functional item; Condition matches expected price,"At $1 opening bid for an untested camping chair, this represents exceptional value even accounting for average condition and unknown functionality.",60,98,20,19,1900,high,Camping chairs are steady sellers in NZ secondhand market.,https://www.trademe.co.nz/a/search?search_string=Green%20Camping%20Chair,https://www.facebook.com/marketplace/search/?query=Green%20Camping%20Chair,https://www.ebay.com.au/sch/i.html?_nkw=Green%20Camping%20Chair&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
