category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,DAF AdBlue Filter,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25043848,1.0,,Tidy,Turners Wellington Trucks & Machinery,,9,Extremely low auction price; Genuine OEM part; Tidy condition,"DAF OEM AdBlue filter at $1 is exceptional value—genuine parts typically cost $80–150 NZD; even used, this represents extraordinary savings.",120,99,70,69,6900,high,Commercial truck parts have steady demand; DAF is popular in ANZ.,https://www.trademe.co.nz/a/search?search_string=DAF%20AdBlue%20Filter,https://www.facebook.com/marketplace/search/?query=DAF%20AdBlue%20Filter,https://www.ebay.com.au/sch/i.html?_nkw=DAF%20AdBlue%20Filter&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 21 Sep 26
Automotive Parts,Turners,Real price + condition,Mechanical Shaft Seal x2,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25043745,1.0,,Tidy,Turners Wellington Trucks & Machinery,,9,"Exceptional price for industrial component; Tidy condition, ready to use; Bulk purchase (2 units)",Two mechanical shaft seals at $1 total is dramatically below typical NZ industrial pricing; tidy condition means immediate usability.,80,99,35,34,3400,medium,Niche industrial/engineering market; specific application requirements limit general buyer pool.,https://www.trademe.co.nz/a/search?search_string=Mechanical%20Shaft%20Seal%20x2,https://www.facebook.com/marketplace/search/?query=Mechanical%20Shaft%20Seal%20x2,https://www.ebay.com.au/sch/i.html?_nkw=Mechanical%20Shaft%20Seal%20x2&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 21 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Acrylic Brochure Holder Wall Mounts,https://www.turners.co.nz/General-Goods/Search/electronics/lights/25042449,1.0,,Average,Turners Wellington Trucks & Machinery,,9,29 units for $1 total; Bulk office/retail supplies; Average condition acceptable for display items,Exceptional bulk lot price at $0.03 per unit; acrylic brochure holders are standard business fixtures with reliable resale demand.,240,100,120,119,11900,high,Standard office supply; easy resale individually or in smaller lots.,https://www.trademe.co.nz/a/search?search_string=Acrylic%20Brochure%20Holder%20Wall%20Mounts,https://www.facebook.com/marketplace/search/?query=Acrylic%20Brochure%20Holder%20Wall%20Mounts,https://www.ebay.com.au/sch/i.html?_nkw=Acrylic%20Brochure%20Holder%20Wall%20Mounts&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 21 Sep 26
Electronics & Tech,Turners,Real price + condition,Rubber Strips,https://www.turners.co.nz/General-Goods/Search/electronics/lights/25042477,1.0,,Poor,Turners Wellington Trucks & Machinery,,2,Poor condition limits usability; Generic commodity item; Minimal resale appeal,"Poor condition rubber strips have very limited utility; even at $1, they're hard to move secondhand.",5,80,,,,low,Damaged consumables with no clear application or buyer base.,https://www.trademe.co.nz/a/search?search_string=Rubber%20Strips,https://www.facebook.com/marketplace/search/?query=Rubber%20Strips,https://www.ebay.com.au/sch/i.html?_nkw=Rubber%20Strips&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 21 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Hafele Home - Kitchen Rail System 320mm - 1.21m *NEW* RRP $155,https://www.turners.co.nz/General-Goods/Search/house--garden/bathroom/28448463,1.0,,As New,Christchurch,,9,"Store clearance at $1 vs $155 RRP; As-new condition, unopened stock; Practical kitchen organization system",Exceptional bargain: brand-new Hafele rail system listed at $1 during store clearance versus $155 recommended retail price—nearly 99% below RRP.,155,99,100,99,9900,high,"Popular kitchen organization brand, practical utility, strong demand for home improvement items.",https://www.trademe.co.nz/a/search?search_string=Hafele%20Home%20-%20Kitchen%20Rail%20System%20320mm%20-%201.21m%20%2ANEW%2A%20RRP%20%24155,https://www.facebook.com/marketplace/search/?query=Hafele%20Home%20-%20Kitchen%20Rail%20System%20320mm%20-%201.21m%20%2ANEW%2A%20RRP%20%24155,https://www.ebay.com.au/sch/i.html?_nkw=Hafele%20Home%20-%20Kitchen%20Rail%20System%20320mm%20-%201.21m%20%2ANEW%2A%20RRP%20%24155&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
House & Garden,Turners,Real price + condition,Hafele Home - Slide Out Cabinet Organiser 2-Tier White *NEW* RRP $99.98,https://www.turners.co.nz/General-Goods/Search/house--garden/bathroom/28448535,5.0,,As New,Christchurch,,9,"RRP $99.98, auction at $5.00; As New condition, store clearance; Practical kitchen organiser, high demand",Exceptional value at 95% discount from RRP; as-new condition and broad utility (kitchen/bathroom/laundry) makes this a steal for a functional organiser.,100,95,60,55,1100,high,Kitchen organisers consistently sell well on Trade Me; practical appeal to homeowners.,https://www.trademe.co.nz/a/search?search_string=Hafele%20Home%20-%20Slide%20Out%20Cabinet%20Organiser%202-Tier%20White%20%2ANEW%2A%20RRP%20%2499.98,https://www.facebook.com/marketplace/search/?query=Hafele%20Home%20-%20Slide%20Out%20Cabinet%20Organiser%202-Tier%20White%20%2ANEW%2A%20RRP%20%2499.98,https://www.ebay.com.au/sch/i.html?_nkw=Hafele%20Home%20-%20Slide%20Out%20Cabinet%20Organiser%202-Tier%20White%20%2ANEW%2A%20RRP%20%2499.98&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Jewellery & Watches,Turners,Real price + condition,Men's Titanium Ring,https://www.turners.co.nz/General-Goods/Search/jewellery/rings/22556362,2.0,,Tidy,Turners Palmerston North Cars,,9,"Titanium ring at $2 starting bid; Tidy condition, ready to wear; Typical resale value $25-45 NZD",Exceptional starting price for a wearable titanium ring in tidy condition; typical secondhand resale sits 10-20× this opening bid.,60,97,35,33,1650,high,"Men's rings consistently sell well; titanium is durable, hypoallergenic, popular.",https://www.trademe.co.nz/a/search?search_string=Men%27s%20Titanium%20Ring,https://www.facebook.com/marketplace/search/?query=Men%27s%20Titanium%20Ring,https://www.ebay.com.au/sch/i.html?_nkw=Men%27s%20Titanium%20Ring&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 21 Sep 26
