category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Electronics & Tech,Turners,Real price + condition,2x Asus Montior Stands,https://www.turners.co.nz/General-Goods/Search/computer/peripherals/27519743,1.0,,New,Turners Wellington Trucks & Machinery,,9,Exceptional price for new condition; Asus OEM stands rarely appear this cheap; Dual quantity increases value proposition,"Two genuine Asus monitor stands at $1 combined is an extraordinary clearance price; these typically resell for $40–60 each used, suggesting massive savings even if one part is missing.",120,99,70,69,6900,high,"Monitor stands are consumable desk accessories; easy to ship, quick turnover.",https://www.trademe.co.nz/a/search?search_string=2x%20Asus%20Montior%20Stands,https://www.facebook.com/marketplace/search/?query=2x%20Asus%20Montior%20Stands,https://www.ebay.com.au/sch/i.html?_nkw=2x%20Asus%20Montior%20Stands&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 7 Sep 26
Electronics & Tech,Turners,Real price + condition,"Dual 60hz 23"" Dell Montiors W/ Desk Stand",https://www.turners.co.nz/General-Goods/Search/computer/monitors/27519581,1.0,,Average,Turners Wellington Trucks & Machinery,,9,"Dual monitors for $1 opening bid; Both power on, minor cosmetic damage only; Desk stand included, typical $150-200 each retail","Exceptional value: two functional 23"" Dell monitors with stand starting at $1 is far below typical NZ secondhand pricing (~$80-120 each), even with scratches.",400,100,160,159,15900,high,Dell monitors widely sought; dual-monitor setups popular with buyers.,https://www.trademe.co.nz/a/search?search_string=Dual%2060hz%2023%22%20Dell%20Montiors%20W/%20Desk%20Stand,https://www.facebook.com/marketplace/search/?query=Dual%2060hz%2023%22%20Dell%20Montiors%20W/%20Desk%20Stand,https://www.ebay.com.au/sch/i.html?_nkw=Dual%2060hz%2023%22%20Dell%20Montiors%20W/%20Desk%20Stand&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 7 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Roomba Robot Vacuum - e5 e5150,https://www.turners.co.nz/General-Goods/Search/house--garden/cleaning-equipment/21217749,10.0,,Very Tidy,Christchurch,,9,Exceptional price for working Roomba; Minor cosmetic damage only; Charity auction with $1 reserve,"A functioning e5150 at $10 NZD is dramatically underpriced; even with cosmetic wear, this represents outstanding value versus typical $300–500 NZD retail or $200–300 NZD secondhand.",450,98,250,240,2400,high,Roombas are consistently in-demand secondhand; powers on and cosmetics don't deter buyers.,https://www.trademe.co.nz/a/search?search_string=Roomba%20Robot%20Vacuum%20-%20e5%20e5150,https://www.facebook.com/marketplace/search/?query=Roomba%20Robot%20Vacuum%20-%20e5%20e5150,https://www.ebay.com.au/sch/i.html?_nkw=Roomba%20Robot%20Vacuum%20-%20e5%20e5150&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 6 Sep 26
House & Garden,Turners,Real price + condition,Bulk Lot of Plastic-Like Garden Pots,https://www.turners.co.nz/General-Goods/Search/house--garden/garden-ornaments--statues/21367111,10.0,,Excellent,Christchurch,,6,"Bulk lot at minimal cost; Excellent condition, immediately usable; Common item with modest resale demand","At $10 for a bulk lot of quality garden pots in excellent condition, this is well below retail, but resale velocity is moderate since pots are commodity items with thin margins.",50,80,25,15,150,medium,Garden pots sell steadily but slowly; bulk lots need the right buyer.,https://www.trademe.co.nz/a/search?search_string=Bulk%20Lot%20of%20Plastic-Like%20Garden%20Pots,https://www.facebook.com/marketplace/search/?query=Bulk%20Lot%20of%20Plastic-Like%20Garden%20Pots,https://www.ebay.com.au/sch/i.html?_nkw=Bulk%20Lot%20of%20Plastic-Like%20Garden%20Pots&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 6 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Kombat Spirit Judo Kit - White 350G - Size 5/180 *NEW - RRP $120*,https://www.turners.co.nz/General-Goods/Search/sport--leisure/martial-arts/28181133,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Kombat%20Spirit%20Judo%20Kit%20-%20White%20350G%20-%20Size%205/180%20%2ANEW%20-%20RRP%20%24120%2A,https://www.facebook.com/marketplace/search/?query=Kombat%20Spirit%20Judo%20Kit%20-%20White%20350G%20-%20Size%205/180%20%2ANEW%20-%20RRP%20%24120%2A,https://www.ebay.com.au/sch/i.html?_nkw=Kombat%20Spirit%20Judo%20Kit%20-%20White%20350G%20-%20Size%205/180%20%2ANEW%20-%20RRP%20%24120%2A&LH_Sold=1&LH_Complete=1&_sop=13,
Sport & Leisure,Turners,Real price + condition,Kombat Spirit Judo Kit - White 350GSM - Size 00/120 *NEW - RRP $120*,https://www.turners.co.nz/General-Goods/Search/sport--leisure/martial-arts/28181200,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Kombat%20Spirit%20Judo%20Kit%20-%20White%20350GSM%20-%20Size%2000/120%20%2ANEW%20-%20RRP%20%24120%2A,https://www.facebook.com/marketplace/search/?query=Kombat%20Spirit%20Judo%20Kit%20-%20White%20350GSM%20-%20Size%2000/120%20%2ANEW%20-%20RRP%20%24120%2A,https://www.ebay.com.au/sch/i.html?_nkw=Kombat%20Spirit%20Judo%20Kit%20-%20White%20350GSM%20-%20Size%2000/120%20%2ANEW%20-%20RRP%20%24120%2A&LH_Sold=1&LH_Complete=1&_sop=13,
Sport & Leisure,Turners,Real price + condition,Kombat Spirit Judo Kit - White 450GSM - Size 6/190 *NEW - RRP $150*,https://www.turners.co.nz/General-Goods/Search/sport--leisure/martial-arts/28181179,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Kombat%20Spirit%20Judo%20Kit%20-%20White%20450GSM%20-%20Size%206/190%20%2ANEW%20-%20RRP%20%24150%2A,https://www.facebook.com/marketplace/search/?query=Kombat%20Spirit%20Judo%20Kit%20-%20White%20450GSM%20-%20Size%206/190%20%2ANEW%20-%20RRP%20%24150%2A,https://www.ebay.com.au/sch/i.html?_nkw=Kombat%20Spirit%20Judo%20Kit%20-%20White%20450GSM%20-%20Size%206/190%20%2ANEW%20-%20RRP%20%24150%2A&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
