category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Antiques & Collectables,Thorntons,Listing language only (no price data),Auction #2 - Collectables & Interiors  21.8.26 FRI133177,https://www.thorntons.net.nz/auctions/detail/bw133177,,,,,,4,,No substantive details provided beyond date and category; cannot assess lot quality or auction structure.,,,,,,medium,Collectables and interiors are broadly resellable categories.,https://www.trademe.co.nz/a/search?search_string=collectable,https://www.facebook.com/marketplace/search/?query=collectable,https://www.ebay.com.au/sch/i.html?_nkw=collectable&LH_Sold=1&LH_Complete=1&_sop=13,Caution: minimal description; no lot count or condition info
,,,,,,,,,,,,,,,,,,,,,,,
Automotive Parts,Turners,Real price + condition,Hella EuroLED Rear Direction Indicator Lamp,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/24902081,2.0,,Tidy,Turners Wellington Trucks & Machinery,,8,"Tidy condition, boxed; Excellent price at $2; Specific part number traceable","Boxed, tidy condition and same rock-bottom price make this the better value—boxed inventory commands higher resale and broader appeal to buyers seeking complete units.",85,98,35,33,1650,medium,Boxed condition and direction indicator function broaden appeal vs. generic signal lamp.,https://www.trademe.co.nz/a/search?search_string=Hella%20EuroLED%20Rear%20Direction%20Indicator%20Lamp,https://www.facebook.com/marketplace/search/?query=Hella%20EuroLED%20Rear%20Direction%20Indicator%20Lamp,https://www.ebay.com.au/sch/i.html?_nkw=Hella%20EuroLED%20Rear%20Direction%20Indicator%20Lamp&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
Automotive Parts,Turners,Real price + condition,Various Steel Pipe Fittings,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/24903922,30.0,,Tidy,Turners Wellington Trucks & Machinery,,7,31 fittings at $30 = $0.97 per fitting; Better quantity discount than competitor; Common sizes (1.5-2.5 inch) high demand,"Superior value—more fittings, lower per-unit cost, and smaller common sizes suit more plumbing projects than larger alternatives.",140,79,50,20,67,high,"Smaller sizes 1.5–2.5"" are most common in residential/DIY plumbing work.",https://www.trademe.co.nz/a/search?search_string=Various%20Steel%20Pipe%20Fittings,https://www.facebook.com/marketplace/search/?query=Various%20Steel%20Pipe%20Fittings,https://www.ebay.com.au/sch/i.html?_nkw=Various%20Steel%20Pipe%20Fittings&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
Automotive Parts,Turners,Real price + condition,Hella EuroLed Signal Lamp 24V,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/24902607,2.0,,Average,Turners Wellington Trucks & Machinery,,6,Extremely cheap at $2; Missing bungs/plugs is minor; Hella is reputable brand,"Unboxed condition and missing bungs reduce appeal slightly, but at $2 this industrial lamp is well below typical resale value for a functional Hella unit.",80,98,25,23,1150,medium,Niche commercial/industrial truck lighting; small but steady buyer pool.,https://www.trademe.co.nz/a/search?search_string=Hella%20EuroLed%20Signal%20Lamp%2024V,https://www.facebook.com/marketplace/search/?query=Hella%20EuroLed%20Signal%20Lamp%2024V,https://www.ebay.com.au/sch/i.html?_nkw=Hella%20EuroLed%20Signal%20Lamp%2024V&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Cars,Turners,Real price + condition,2020 Nissan Serena,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/nissan/serena/27999104,,,,Timaru,,6,"2020 model, lower mileage (75k km); Long WOF/registration validity; No pricing data; newer = better baseline",Newer Serena with lower mileage and fresh compliance; lacks auction price but newer generation justifies slightly higher score than 2015 peer.,,,18000,,,high,"Popular family van, strong demand in NZ secondhand market.",https://www.trademe.co.nz/a/search?search_string=2020%20Nissan%20Serena,https://www.facebook.com/marketplace/search/?query=2020%20Nissan%20Serena,https://www.ebay.com.au/sch/i.html?_nkw=2020%20Nissan%20Serena&LH_Sold=1&LH_Complete=1&_sop=13,
Cars,Turners,Real price + condition,2015 Nissan Serena 2WD,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/nissan/serena/28056179,,,,Wellington - Porirua,,5,"2015 model, 119k km, fresh service; No pricing data available to assess value; Typical import condition, incomplete listing",Older Serena with higher mileage; missing auction/buy-now prices and full condition details prevent proper value assessment.,,,12000,,,high,"Popular family van, strong demand in NZ secondhand market.",https://www.trademe.co.nz/a/search?search_string=2015%20Nissan%20Serena%202WD,https://www.facebook.com/marketplace/search/?query=2015%20Nissan%20Serena%202WD,https://www.ebay.com.au/sch/i.html?_nkw=2015%20Nissan%20Serena%202WD&LH_Sold=1&LH_Complete=1&_sop=13,
Cars,Turners,Real price + condition,2013 Toyota Vellfire,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/toyota/vellfire/28051382,,,,Hornby,,3,"No pricing data provided; Fresh import, first NZ registration; Listing incomplete/truncated",Cannot assess value without auction or buy-now price; incomplete listing prevents proper evaluation of condition and features.,,,,,,medium,"Popular MPV model, but fresh imports require careful due diligence checks.",https://www.trademe.co.nz/a/search?search_string=2013%20Toyota%20Vellfire,https://www.facebook.com/marketplace/search/?query=2013%20Toyota%20Vellfire,https://www.ebay.com.au/sch/i.html?_nkw=2013%20Toyota%20Vellfire&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
