category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,"Bulk Automotive Security Lot - Immobilisers, Alarms & Keyless Entry Devices",https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310107,13.0,,Very Tidy,Napier,,7,Bulk lot at fraction of retail cost; Unused stock from security company; 16 keyless entry + 3 immobilizers + 4 alarms included,"Excellent bulk value if items are genuinely functional; untested status and incomplete listing description create mild uncertainty, but £13 for this quantity of security equipment represents exceptional pricing.",800,98,200,187,1438,medium,Security devices have niche demand; untested status limits buyer pool despite low price.,https://www.trademe.co.nz/a/search?search_string=Bulk%20Automotive%20Security%20Lot%20-%20Immobilisers%2C%20Alarms%20%26%20Keyless%20Entry%20Devices,https://www.facebook.com/marketplace/search/?query=Bulk%20Automotive%20Security%20Lot%20-%20Immobilisers%2C%20Alarms%20%26%20Keyless%20Entry%20Devices,https://www.ebay.com.au/sch/i.html?_nkw=Bulk%20Automotive%20Security%20Lot%20-%20Immobilisers%2C%20Alarms%20%26%20Keyless%20Entry%20Devices&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 24 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,"AOC 27"" Monitor Bundle",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308620,1.0,,Average,Napier,,10,"27"" AOC monitor bundle at $1 opening bid; Includes keyboard, mouse, and cabling; Essentially unbeatable entry price; profitable floor reached","Bundle including 27"" AOC, keyboard, and mouse at $1 opening bid is the single best value in this lot; trivial opening guarantees positive margin.",280,100,95,94,9400,high,Three-piece bundle (monitor + peripherals) highly attractive to buyers.,https://www.trademe.co.nz/a/search?search_string=AOC%2027%22%20Monitor%20Bundle,https://www.facebook.com/marketplace/search/?query=AOC%2027%22%20Monitor%20Bundle,https://www.ebay.com.au/sch/i.html?_nkw=AOC%2027%22%20Monitor%20Bundle&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,"TP-Link Powerline Starter Kit, Nano Router & Gigabit PoE",https://www.turners.co.nz/General-Goods/Search/computer/other/25309833,1.0,,As New,Napier,,9,Opening bid $1 on as-new gear; Untested but unopened condition; Typical powerline kits sell $80–120 NZD,Exceptional value: $1 opening bid on an as-new TP-Link powerline kit with all accessories; massive upside if you win low.,120,99,85,84,8400,high,"Powerline adapters are common, reliable, and in steady demand for home networking.",https://www.trademe.co.nz/a/search?search_string=TP-Link%20Powerline%20Starter%20Kit%2C%20Nano%20Router%20%26%20Gigabit%20PoE,https://www.facebook.com/marketplace/search/?query=TP-Link%20Powerline%20Starter%20Kit%2C%20Nano%20Router%20%26%20Gigabit%20PoE,https://www.ebay.com.au/sch/i.html?_nkw=TP-Link%20Powerline%20Starter%20Kit%2C%20Nano%20Router%20%26%20Gigabit%20PoE&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,TP-Link Powerline Starter Kits 3x,https://www.turners.co.nz/General-Goods/Search/computer/other/25309642,9.0,,As New,Napier,,9,"Opening bid $9 for 3 complete kits; As-new, untested condition; Works out to ~$3 per kit","Outstanding bulk value: three as-new powerline kits for $9 total ($3 each) is nearly unbeatable, even untested.",360,98,240,231,2567,high,Can resell individually or as job-lot; strong demand for networking gear at realistic margins.,https://www.trademe.co.nz/a/search?search_string=TP-Link%20Powerline%20Starter%20Kits%203x,https://www.facebook.com/marketplace/search/?query=TP-Link%20Powerline%20Starter%20Kits%203x,https://www.ebay.com.au/sch/i.html?_nkw=TP-Link%20Powerline%20Starter%20Kits%203x&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Tinned Security Cable 1200 Mtrs,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309776,2.0,,As New,Napier,,9,"1200 metres for only $2; 12 completely unused boxes; As-new condition, exceptional bulk deal",1200 metres of untested security cable at $2 (~0.17¢/metre) beats the first lot significantly; 12 full unopened boxes represent the best bulk-per-dollar value here.,250,99,120,118,5900,high,Larger unopened stock appeals to contractors; faster turnover than smaller lots.,https://www.trademe.co.nz/a/search?search_string=Tinned%20Security%20Cable%201200%20Mtrs,https://www.facebook.com/marketplace/search/?query=Tinned%20Security%20Cable%201200%20Mtrs,https://www.ebay.com.au/sch/i.html?_nkw=Tinned%20Security%20Cable%201200%20Mtrs&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
House & Garden,Turners,Real price + condition,Industrial Vacuum Nilfisk Aero 26,https://www.turners.co.nz/General-Goods/Search/house--garden/cleaning-equipment/25372614,61.0,,Average,Napier,,8,Specific model (Nilfisk Aero 26) adds value; Mid-range price between cheapest and highest; Reputable brand increases buyer confidence,"At $61, this named-brand Nilfisk offers better value than the generic $109 option and beats the $40 item through model specificity and brand reputation.",950,94,180,119,195,high,Nilfisk is trusted industrial brand; specific model searchable and attracts confident buyers.,https://www.trademe.co.nz/a/search?search_string=Industrial%20Vacuum%20Nilfisk%20Aero%2026,https://www.facebook.com/marketplace/search/?query=Industrial%20Vacuum%20Nilfisk%20Aero%2026,https://www.ebay.com.au/sch/i.html?_nkw=Industrial%20Vacuum%20Nilfisk%20Aero%2026&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
House & Garden,Turners,Real price + condition,Tinned Security Cable 700+ Mtrs,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309769,3.0,,As New,Napier,,8,"Excellent price per metre (~0.4¢); Mostly unused stock (7 unopened boxes); As-new condition, bulk quantity","700+ metres of security cable at $3 is exceptional value; even accounting for untested status, bulk cable in as-new condition at under half a cent per metre is a steal.",150,98,80,77,2567,high,Security cable has steady demand; bulk unused stock resells quickly.,https://www.trademe.co.nz/a/search?search_string=Tinned%20Security%20Cable%20700%2B%20Mtrs,https://www.facebook.com/marketplace/search/?query=Tinned%20Security%20Cable%20700%2B%20Mtrs,https://www.ebay.com.au/sch/i.html?_nkw=Tinned%20Security%20Cable%20700%2B%20Mtrs&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
