category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,"Lights, Lenses & Reflectors - *New* Automotive Electrical Clearance",https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28475596,58.0,,As New,Christchurch,,7,New stock at clearance price; Bulk automotive electrical lot; Incomplete listing details limit confidence,"Clearance pricing on new automotive parts offers solid value, but vague contents list and truncated description make it risky—you're bidding partly blind on part numbers and quantities.",150,61,85,27,47,medium,Automotive parts have steady demand but specialty electrical items need right buyer match.,https://www.trademe.co.nz/a/search?search_string=Lights%2C%20Lenses%20%26%20Reflectors%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.facebook.com/marketplace/search/?query=Lights%2C%20Lenses%20%26%20Reflectors%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.ebay.com.au/sch/i.html?_nkw=Lights%2C%20Lenses%20%26%20Reflectors%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
Automotive Parts,Turners,Real price + condition,"Fuse Holders , Fuses & Relays - *New* Automotive Electrical Clearance",https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28475577,58.0,,As New,Christchurch,,6,"New stock, good bulk lot value; Automotive consumables have steady demand; Unclear exact contents limits appeal","Reasonable price for new automotive electrical parts clearance, but vague part-number listing and missing inventory details reduce buyer confidence and resale ease.",120,52,70,12,21,medium,"Consumable parts have market, but niche appeal and incomplete inventory info slows matching buyers.",https://www.trademe.co.nz/a/search?search_string=Fuse%20Holders%20%2C%20Fuses%20%26%20Relays%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.facebook.com/marketplace/search/?query=Fuse%20Holders%20%2C%20Fuses%20%26%20Relays%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.ebay.com.au/sch/i.html?_nkw=Fuse%20Holders%20%2C%20Fuses%20%26%20Relays%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Apple ipad Pro 11-inch (M4),https://www.turners.co.nz/General-Goods/Search/computer/other/22598200,4.0,,Very Tidy,Turners Palmerston North Cars,,9,Exceptional price far below retail; M4 chip is current flagship; Includes protective case,"Starting bid of $4 NZD on a current-gen M4 iPad Pro 256GB is extraordinarily low; even accounting for missing charger and case wear, this represents outstanding value if genuine.",2200,100,1800,1796,44900,high,iPad Pro M4 is highly sought after; strong demand in NZ secondhand market.,https://www.trademe.co.nz/a/search?search_string=Apple%20ipad%20Pro%2011-inch%20%28M4%29,https://www.facebook.com/marketplace/search/?query=Apple%20ipad%20Pro%2011-inch%20%28M4%29,https://www.ebay.com.au/sch/i.html?_nkw=Apple%20ipad%20Pro%2011-inch%20%28M4%29&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 30 Sep 26
Electronics & Tech,Turners,Real price + condition,Apple iPhone 17e,https://www.turners.co.nz/General-Goods/Search/electronics/cellular-mobile-phones/22598216,500.0,,Very Tidy,Turners Palmerston North Cars,,2,iPhone 17e does not exist; Likely scam or misbranded listing; Unverifiable product claims risk,"Apple has never released an iPhone model called '17e' — this listing describes a non-existent product, suggesting either fraud, a typo masking actual model, or severe misrepresentation.",,,,,,low,Product model appears fabricated or severely misidentified.,https://www.trademe.co.nz/a/search?search_string=Apple%20iPhone%2017e,https://www.facebook.com/marketplace/search/?query=Apple%20iPhone%2017e,https://www.ebay.com.au/sch/i.html?_nkw=Apple%20iPhone%2017e&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 30 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Jewellery & Watches,Turners,Real price + condition,Jadiete Flower Head Pendant,https://www.turners.co.nz/General-Goods/Search/jewellery/necklaces--pendants/25315805,3.0,,Average,Odometer -,,3,"Untested, average condition; Authentication certificate is a copy; Jade pendant market highly variable","Untested jade pendant at $3 is cheap, but average condition and copy authentication certificate create significant resale friction and authenticity doubts.",25,88,8,5,167,low,Jade authenticity concerns; copy cert deters serious buyers.,https://www.trademe.co.nz/a/search?search_string=Jadiete%20Flower%20Head%20Pendant,https://www.facebook.com/marketplace/search/?query=Jadiete%20Flower%20Head%20Pendant,https://www.ebay.com.au/sch/i.html?_nkw=Jadiete%20Flower%20Head%20Pendant&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 28 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Motorbikes,Turners,Real price + condition,2022 Yamaha AG200,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/yamaha/ag200/25432592,850.0,,,Turners Hamilton Trucks & Machinery,,7,Starts and runs reliably; Recent 2022 model year; Fair price for working condition,"Only fully functional option; starts, runs, and tested in gear—worth the $250 premium over non-runners for a working farm bike.",2800,70,1100,250,29,high,"Yamaha AG200 is popular, reliable farm/utility bike with steady demand.",https://www.trademe.co.nz/a/search?search_string=2022%20Yamaha%20AG200,https://www.facebook.com/marketplace/search/?query=2022%20Yamaha%20AG200,https://www.ebay.com.au/sch/i.html?_nkw=2022%20Yamaha%20AG200&LH_Sold=1&LH_Complete=1&_sop=13,
Motorbikes,Turners,Real price + condition,2022 Yamaha AG200,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/yamaha/ag200/25432528,600.0,,,Turners Hamilton Trucks & Machinery,,3,Arrived with no power; 23k kms suggests older usage; Electrical/battery issue likely,"Non-starting unit with electrical failure at delivery; battery or charging system issue probable but undiagnosed, making this a risky fix attempt.",2800,79,400,-200,-33,low,Dead-on-arrival electrical problem deters buyers; requires diagnostic work.,https://www.trademe.co.nz/a/search?search_string=2022%20Yamaha%20AG200,https://www.facebook.com/marketplace/search/?query=2022%20Yamaha%20AG200,https://www.ebay.com.au/sch/i.html?_nkw=2022%20Yamaha%20AG200&LH_Sold=1&LH_Complete=1&_sop=13,
Motorbikes,Turners,Real price + condition,2022 Circa Yamaha AG200,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/circa-yamaha/ag200/25432571,600.0,,,Turners Hamilton Trucks & Machinery,,2,Won't start or test; Brakes disconnected/disabled; VIN rust obscures history verification,"Cannot be tested, has deliberately disconnected brakes, and unverifiable year/history due to rust—too many unknown mechanical/safety issues despite low price.",2800,79,300,-300,-50,low,"High repair risk, unknown condition, safety concerns deter most buyers.",https://www.trademe.co.nz/a/search?search_string=2022%20Circa%20Yamaha%20AG200,https://www.facebook.com/marketplace/search/?query=2022%20Circa%20Yamaha%20AG200,https://www.ebay.com.au/sch/i.html?_nkw=2022%20Circa%20Yamaha%20AG200&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
