category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,"Bulk Automotive Security Lot - Immobilisers, Alarms & Keyless Entry Devices",https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310107,2.0,,Very Tidy,Napier,,9,Bulk lot at $2 opening price; Automotive security devices typically $50-200 each; Unused stock from commercial source,"Massive margin opportunity: 23 unused automotive security devices (immobilisers, alarms, keyless entry) at $2 opening price versus $50–200+ per-unit typical resale value makes this exceptional value if items are genuine and functional.",2500,100,1200,1198,59900,medium,"Strong demand for automotive security, but bulk lot harder to move than individual items.",https://www.trademe.co.nz/a/search?search_string=Bulk%20Automotive%20Security%20Lot%20-%20Immobilisers%2C%20Alarms%20%26%20Keyless%20Entry%20Devices,https://www.facebook.com/marketplace/search/?query=Bulk%20Automotive%20Security%20Lot%20-%20Immobilisers%2C%20Alarms%20%26%20Keyless%20Entry%20Devices,https://www.ebay.com.au/sch/i.html?_nkw=Bulk%20Automotive%20Security%20Lot%20-%20Immobilisers%2C%20Alarms%20%26%20Keyless%20Entry%20Devices&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 24 Aug 26
Automotive Parts,Turners,Real price + condition,Noco Boost GB70 Portable Jump Pack,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25308736,41.0,,Average,Napier,,8,"Well below typical retail price; Core functionality confirmed (powers on); Popular, practical item with steady demand","At $41 for a Noco Boost GB70 that powers on, you're getting a jump pack worth $120–150 new for roughly one-third the price, despite average cosmetic condition.",140,71,85,44,107,high,"Jump packs are practical, frequently sought secondhand, especially at lower price points.",https://www.trademe.co.nz/a/search?search_string=Noco%20Boost%20GB70%20Portable%20Jump%20Pack,https://www.facebook.com/marketplace/search/?query=Noco%20Boost%20GB70%20Portable%20Jump%20Pack,https://www.ebay.com.au/sch/i.html?_nkw=Noco%20Boost%20GB70%20Portable%20Jump%20Pack&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Dynamix Sliding Cabinet Shelf RASS-600,https://www.turners.co.nz/General-Goods/Search/computer/other/25309473,1.0,,As New,Napier,,9,"Exceptional price for as-new condition; Functional cabinet shelf, reliable brand; Minimal risk at $1 opening bid","As-new Dynamix shelf at $1 opening bid represents extraordinary value; typical retail ~$80–120 NZD, resale ~$60–80 NZD.",100,99,70,69,6900,high,Standard office/server cabinet accessories in steady secondhand demand.,https://www.trademe.co.nz/a/search?search_string=Dynamix%20Sliding%20Cabinet%20Shelf%20RASS-600,https://www.facebook.com/marketplace/search/?query=Dynamix%20Sliding%20Cabinet%20Shelf%20RASS-600,https://www.ebay.com.au/sch/i.html?_nkw=Dynamix%20Sliding%20Cabinet%20Shelf%20RASS-600&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,OKI MC563 Printer,https://www.turners.co.nz/General-Goods/Search/computer/printers/25308864,1.0,,Average,Napier,,3,Untested condition is major red flag; Office equipment often has hidden wear; Multifunction printers notoriously unreliable secondhand,Untested office printer with average condition and no functional guarantee makes this a gamble despite the $1 opening bid.,3500,100,800,799,79900,low,Buyers avoid untested printers; repair costs often exceed value.,https://www.trademe.co.nz/a/search?search_string=OKI%20MC563%20Printer,https://www.facebook.com/marketplace/search/?query=OKI%20MC563%20Printer,https://www.ebay.com.au/sch/i.html?_nkw=OKI%20MC563%20Printer&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Pomona Selfgard 3Ply Disposable Face Masks - 40x Packs,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/27581125,23.0,,Excellent,Christchurch,,3,Expired stock (past best-before date); Low resale value for expired masks; Bulk quantity limits buyer pool,Expired face masks have minimal resale appeal and uncertain effectiveness; price is low but product utility is compromised.,80,71,5,-18,-78,low,Expired masks difficult to resell; most buyers seek fresh stock.,https://www.trademe.co.nz/a/search?search_string=Pomona%20Selfgard%203Ply%20Disposable%20Face%20Masks%20-%2040x%20Packs,https://www.facebook.com/marketplace/search/?query=Pomona%20Selfgard%203Ply%20Disposable%20Face%20Masks%20-%2040x%20Packs,https://www.ebay.com.au/sch/i.html?_nkw=Pomona%20Selfgard%203Ply%20Disposable%20Face%20Masks%20-%2040x%20Packs&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Vanity Cabinet,https://www.turners.co.nz/General-Goods/Search/house--garden/lounge-furniture/25372679,2.0,,Average,Napier,,9,Extremely cheap starting bid ($2); Unused condition despite storage; Simple fix—top just needs reattaching,"At $2 starting bid, this is exceptionally cheap for an unused vanity cabinet; the detached top is a trivial cosmetic issue, not structural damage.",250,99,80,78,3900,medium,Vanity cabinets have steady demand but require buyer to collect/arrange transport.,https://www.trademe.co.nz/a/search?search_string=Vanity%20Cabinet,https://www.facebook.com/marketplace/search/?query=Vanity%20Cabinet,https://www.ebay.com.au/sch/i.html?_nkw=Vanity%20Cabinet&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
House & Garden,Turners,Real price + condition,Floor Fan 40cm,https://www.turners.co.nz/General-Goods/Search/house--garden/heating--cooling/25373635,3.0,,Average,Napier,,2,Untested electrical appliance; Average condition with visible damage; High failure risk unknown,Untested floor fan in average condition with scratches is risky at any price; electrical items need verification before use.,35,91,8,5,167,low,Untested electrical items difficult to move; buyer hesitancy over safety.,https://www.trademe.co.nz/a/search?search_string=Floor%20Fan%2040cm,https://www.facebook.com/marketplace/search/?query=Floor%20Fan%2040cm,https://www.ebay.com.au/sch/i.html?_nkw=Floor%20Fan%2040cm&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
