category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Automatic Transmission Treatment,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/28063325,3.0,,Average,Turners Hamilton Trucks & Machinery,,3,"Untested product, unknown effectiveness; Generic automotive additive, limited demand; Bulk quantity may not appeal to most buyers",Untested automotive additive at throwaway price; highly risky resale due to unknown product quality and legitimacy concerns.,40,92,8,5,167,low,Bulk automotive additives hard to shift; untested status kills buyer confidence.,https://www.trademe.co.nz/a/search?search_string=Automatic%20Transmission%20Treatment,https://www.facebook.com/marketplace/search/?query=Automatic%20Transmission%20Treatment,https://www.ebay.com.au/sch/i.html?_nkw=Automatic%20Transmission%20Treatment&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Automotive Parts,Turners,Real price + condition,Diff and Gear Treatment,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/28133305,3.0,,Average,Turners Hamilton Trucks & Machinery,,2,Untested product with unclear provenance; Vague claims about noise reduction and wear prevention; Bulk lot (28 tubes) suggests clearance stock,"At $3 for 28 tubes of untested automotive additive with unverified efficacy, this reads as clearance/surplus stock—low resale value and risky for buyers concerned about product quality or authenticity.",,,8,5,167,low,Untested automotive additives with unclear branding have very niche appeal.,https://www.trademe.co.nz/a/search?search_string=Diff%20and%20Gear%20Treatment,https://www.facebook.com/marketplace/search/?query=Diff%20and%20Gear%20Treatment,https://www.ebay.com.au/sch/i.html?_nkw=Diff%20and%20Gear%20Treatment&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Fuji C325 Laser Copier TA13081,https://www.turners.co.nz/General-Goods/Search/electronics/printer/24373355,1.0,,Tidy,Turners Cars Timaru,,9,"$1 opening bid is exceptional value; Laser copier for office/home use; Tidy condition, basic testing confirmed",A working laser copier at $1 starting bid is an unusually low entry point; even at modest resale value this represents outstanding value if bidding remains quiet.,2500,100,800,799,79900,medium,Functional office equipment has steady demand but niche buyer pool limits speed.,https://www.trademe.co.nz/a/search?search_string=Fuji%20C325%20Laser%20Copier%20TA13081,https://www.facebook.com/marketplace/search/?query=Fuji%20C325%20Laser%20Copier%20TA13081,https://www.ebay.com.au/sch/i.html?_nkw=Fuji%20C325%20Laser%20Copier%20TA13081&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 21 Aug 26
Electronics & Tech,Turners,Real price + condition,"Permaconn Electronics, Ethernet Cables & More",https://www.turners.co.nz/General-Goods/Search/electronics/other/25310475,1.0,,Average,Napier,,3,Untested lot with mixed condition; Bulk electronics requiring inspection; Minimal clarity on contents/functionality,Starting bid of $1 is attractive but untested mixed-condition bulk electronics carry significant risk; unclear what actually works or needs repair.,,,15,14,1400,low,Buyer uncertainty high; untested bulk lots difficult to shift quickly.,https://www.trademe.co.nz/a/search?search_string=Permaconn%20Electronics%2C%20Ethernet%20Cables%20%26%20More,https://www.facebook.com/marketplace/search/?query=Permaconn%20Electronics%2C%20Ethernet%20Cables%20%26%20More,https://www.ebay.com.au/sch/i.html?_nkw=Permaconn%20Electronics%2C%20Ethernet%20Cables%20%26%20More&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Anko Fan Heater,https://www.turners.co.nz/General-Goods/Search/house--garden/heating--cooling/25308450,1.0,,Average,Napier,,9,"Extremely low starting bid ($1); Powers on, basic functionality confirmed; Common, reliable brand with strong resale demand","At $1 with confirmed power-on status, this represents exceptional value even accounting for average cosmetic condition; fan heaters are reliable workhorses with consistent secondhand demand.",60,98,35,34,3400,high,"Fan heaters are reliable, commonly bought secondhand, low-risk repairs.",https://www.trademe.co.nz/a/search?search_string=Anko%20Fan%20Heater,https://www.facebook.com/marketplace/search/?query=Anko%20Fan%20Heater,https://www.ebay.com.au/sch/i.html?_nkw=Anko%20Fan%20Heater&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
House & Garden,Turners,Real price + condition,Provision PR-B50PB Pole Mount Brackets 4x,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309724,1.0,,As New,Napier,,9,"As new condition, unopened; Bulk lot of 4 units; Drastically below retail cost","Four brand-new pole mount brackets at $1 total is exceptional value; these typically retail $15–25 each, making this an obvious steal even untested.",80,99,60,59,5900,high,Pole mount brackets are universally useful for outdoor/AV installations.,https://www.trademe.co.nz/a/search?search_string=Provision%20PR-B50PB%20Pole%20Mount%20Brackets%204x,https://www.facebook.com/marketplace/search/?query=Provision%20PR-B50PB%20Pole%20Mount%20Brackets%204x,https://www.ebay.com.au/sch/i.html?_nkw=Provision%20PR-B50PB%20Pole%20Mount%20Brackets%204x&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Pierlite Multi Tool,https://www.turners.co.nz/General-Goods/Search/sport--leisure/camping-equipment/25308568,1.0,,Average,Napier,,9,Untested item at $1 opening bid; Multi-tools hold decent resale value; Average condition acceptable for price,"Multi-tool at $1 auction start is exceptional value; even untested, typical resale is $15–25 NZD, making this a near-certain profit opportunity.",35,97,20,19,1900,high,Multi-tools sell reliably; functional or cosmetic-only repairs still command decent prices.,https://www.trademe.co.nz/a/search?search_string=Pierlite%20Multi%20Tool,https://www.facebook.com/marketplace/search/?query=Pierlite%20Multi%20Tool,https://www.ebay.com.au/sch/i.html?_nkw=Pierlite%20Multi%20Tool&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
Sport & Leisure,Turners,Real price + condition,Steinlager Dart Board,https://www.turners.co.nz/General-Goods/Search/sport--leisure/other/25309313,2.0,,Average,Napier,,8,Iconic NZ brand collectible; Complete with darts and cabinet; Minimal opening bid for functional item,"A Steinlager dartboard at $2 opening bid is exceptional value for a recognizable collectible with full accessories, despite average condition and untested status.",150,99,80,78,3900,high,Strong local nostalgia appeal; Steinlager branded items sought by collectors.,https://www.trademe.co.nz/a/search?search_string=Steinlager%20Dart%20Board,https://www.facebook.com/marketplace/search/?query=Steinlager%20Dart%20Board,https://www.ebay.com.au/sch/i.html?_nkw=Steinlager%20Dart%20Board&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
