category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Electronics & Tech,Turners,Real price + condition,CS Products CSPAI6016 16 Port PoE Ethernet Network Switch,https://www.turners.co.nz/General-Goods/Search/computer/networking--modems/25309711,6.0,,As New,Napier,,9,"Massive discount from retail value; As-new condition, unopened box; Professional-grade network equipment",16-port PoE switch typically retails $200–300 NZD; $6 opening bid is exceptional value even if untested.,250,98,180,174,2900,high,PoE switches are constantly in demand for small business/home networking upgrades.,https://www.trademe.co.nz/a/search?search_string=CS%20Products%20CSPAI6016%2016%20Port%20PoE%20Ethernet%20Network%20Switch,https://www.facebook.com/marketplace/search/?query=CS%20Products%20CSPAI6016%2016%20Port%20PoE%20Ethernet%20Network%20Switch,https://www.ebay.com.au/sch/i.html?_nkw=CS%20Products%20CSPAI6016%2016%20Port%20PoE%20Ethernet%20Network%20Switch&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Electronics & Tech,Turners,Real price + condition,Sony SRS-XB41 Bluetooth Speaker,https://www.turners.co.nz/General-Goods/Search/electronics/home-theatre--stereo/25308727,5.0,,Average,Napier,,9,Extreme starting price well below market; Powered on and functional; Popular model with strong demand,Sony SRS-XB41 typically sells $80–120 secondhand; $5 opening bid is exceptional value if item works despite average cosmetic condition.,250,98,100,95,1900,high,"SRS-XB41 is sought-after portable Bluetooth speaker, good resale demand in NZ market.",https://www.trademe.co.nz/a/search?search_string=Sony%20SRS-XB41%20Bluetooth%20Speaker,https://www.facebook.com/marketplace/search/?query=Sony%20SRS-XB41%20Bluetooth%20Speaker,https://www.ebay.com.au/sch/i.html?_nkw=Sony%20SRS-XB41%20Bluetooth%20Speaker&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Mixed,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27927373,30.0,,New,Christchurch,,6,NZ-made product; Sealed/new condition; Random mixed scents uncertain,"Fair price for new NZ fragrance sachets, but mixed random assortment lacks buyer certainty versus fixed-scent options.",35,14,25,-5,-17,medium,Consumable product; random scents reduce appeal to specific buyers.,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Mixed,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Mixed,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Mixed&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 30 Aug 26
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Mixed,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27927325,30.0,,New,Christchurch,,6,NZ-made product; Sealed/new condition; Random mixed scents uncertain,"Fair price for new NZ fragrance sachets, but mixed random assortment lacks buyer certainty versus fixed-scent options.",35,14,25,-5,-17,medium,Consumable product; random scents reduce appeal to specific buyers.,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Mixed,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Mixed,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Mixed&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 30 Aug 26
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21367512,,,Excellent,Christchurch,Opens soon,1,"Expired April 2023, over 20 months past date; Safety/efficacy compromised when expired; No bidding started, bidding may fail","Expired face masks have no protective value and cannot be legitimately resold as protective equipment, making this worthless regardless of price.",120,,0,,,low,Expired masks legally/ethically unsellable.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Hikvision Security Camera,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309460,12.0,,As New,Napier,,9,Unused condition at auction price; Premium security camera brand; Well below typical retail cost,Hikvision cameras typically retail $80–150+ NZD; getting an unused unit at $12 auction price is exceptional value even accounting for untested status.,120,90,70,58,483,high,Hikvision is trusted brand; strong demand for security cameras in NZ market.,https://www.trademe.co.nz/a/search?search_string=Hikvision%20Security%20Camera,https://www.facebook.com/marketplace/search/?query=Hikvision%20Security%20Camera,https://www.ebay.com.au/sch/i.html?_nkw=Hikvision%20Security%20Camera&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
House & Garden,Turners,Real price + condition,Floor Fan 40cm,https://www.turners.co.nz/General-Goods/Search/house--garden/heating--cooling/25373635,5.0,,Average,Napier,,3,Untested - major risk; Average condition with visible damage; Electrical safety concern,Untested electrical appliance in average condition with scratches poses buyer safety/reliability risk despite low starting price.,35,86,12,7,140,low,Untested electrical items harder to resell; buyer uncertainty about function.,https://www.trademe.co.nz/a/search?search_string=Floor%20Fan%2040cm,https://www.facebook.com/marketplace/search/?query=Floor%20Fan%2040cm,https://www.ebay.com.au/sch/i.html?_nkw=Floor%20Fan%2040cm&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,2x Gazeboo,https://www.turners.co.nz/General-Goods/Search/sport--leisure/camping-equipment/25373724,57.0,,Average,Napier,,3,Untested condition unknown; Average state with vague sizing; Electrical environment origin raises concerns,"Untested gazebos in average condition from an electrical environment offer poor value; typical NZ gazebos cost $150–400 new, but condition/safety questions and lack of testing make resale risky.",250,77,80,23,40,low,Unknown condition and untested status deter most secondhand gazebo buyers.,https://www.trademe.co.nz/a/search?search_string=2x%20Gazeboo,https://www.facebook.com/marketplace/search/?query=2x%20Gazeboo,https://www.ebay.com.au/sch/i.html?_nkw=2x%20Gazeboo&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Sport & Leisure,Turners,Real price + condition,Guide Sensmart E2+ Thermal Camera,https://www.turners.co.nz/General-Goods/Search/sport--leisure/camping-equipment/25308575,102.0,,Average,Napier,,3,"Untested thermal camera risky; Average condition, no accessories; E2+ model relatively basic",Untested thermal cameras carry significant risk of hidden defects; $102 seems cheap but uncertain functionality makes it poor value without testing confirmation.,400,74,80,-22,-22,medium,Thermal cameras have niche appeal but untested status limits buyer confidence.,https://www.trademe.co.nz/a/search?search_string=Guide%20Sensmart%20E2%2B%20Thermal%20Camera,https://www.facebook.com/marketplace/search/?query=Guide%20Sensmart%20E2%2B%20Thermal%20Camera,https://www.ebay.com.au/sch/i.html?_nkw=Guide%20Sensmart%20E2%2B%20Thermal%20Camera&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
