category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Vision Keyless Entry System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310066,2.0,,Very Tidy,Napier,,9,Unused stock condition with original box; Extremely low opening bid ($2); Commercial-grade security hardware,"Unopened stock from corporate inventory at negligible auction opening; Vision keyless systems typically retail $80–150+, making this exceptional value if functional.",120,98,75,73,3650,high,Keyless entry systems have steady demand from residential and small commercial buyers.,https://www.trademe.co.nz/a/search?search_string=Vision%20Keyless%20Entry%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Keyless%20Entry%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Keyless%20Entry%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 24 Aug 26
Automotive Parts,Turners,Real price + condition,Vision Truck Alarm System,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25310078,1.0,,Very Tidy,Napier,,9,Unopened stock-room condition; Minimal auction price ($1); Industrial security-grade hardware,"Unused, untested truck alarm system at $1 starting bid represents exceptional value; typical aftermarket truck alarms retail $80–150 NZD.",120,99,85,84,8400,medium,Niche market; requires testing and installation expertise to verify.,https://www.trademe.co.nz/a/search?search_string=Vision%20Truck%20Alarm%20System,https://www.facebook.com/marketplace/search/?query=Vision%20Truck%20Alarm%20System,https://www.ebay.com.au/sch/i.html?_nkw=Vision%20Truck%20Alarm%20System&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 24 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,"TP-Link Powerline Starter Kit, Nano Router & Gigabit PoE",https://www.turners.co.nz/General-Goods/Search/computer/other/25309833,1.0,,As New,Napier,,9,"Exceptional price for complete kit; As new condition, all units included; Powerline adapters highly functional for NZ homes",Opening bid of $1 for an as-new TP-Link Powerline starter kit with router and PoE adapter is extraordinary value; typical retail for this bundle runs $80–120 NZD.,100,99,65,64,6400,high,Powerline networking kits sell steadily; practical for NZ rural/multi-storey homes.,https://www.trademe.co.nz/a/search?search_string=TP-Link%20Powerline%20Starter%20Kit%2C%20Nano%20Router%20%26%20Gigabit%20PoE,https://www.facebook.com/marketplace/search/?query=TP-Link%20Powerline%20Starter%20Kit%2C%20Nano%20Router%20%26%20Gigabit%20PoE,https://www.ebay.com.au/sch/i.html?_nkw=TP-Link%20Powerline%20Starter%20Kit%2C%20Nano%20Router%20%26%20Gigabit%20PoE&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,Bulk lot of Printer parts,https://www.turners.co.nz/General-Goods/Search/computer/other/24938036,1.0,,Unknown,Lower Hutt,,2,"Untested bulk lot, unknown condition; Unclear what's actually included; Difficult to resell without inspection","Bulk untested printer parts with unknown contents carry significant risk; even at $1 starting bid, you can't verify usability or completeness, making resale highly uncertain.",,,15,14,1400,low,Printer parts require testing; buyer uncertainty limits appeal.,https://www.trademe.co.nz/a/search?search_string=Bulk%20lot%20of%20Printer%20parts,https://www.facebook.com/marketplace/search/?query=Bulk%20lot%20of%20Printer%20parts,https://www.ebay.com.au/sch/i.html?_nkw=Bulk%20lot%20of%20Printer%20parts&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21367605,1.0,,Excellent,Christchurch,,1,Expired since April 2023; No filtration efficacy after expiry; Bulk lot difficult to move,Expired masks have zero protective value and are essentially unsellable; price is irrelevant when the product is unusable.,240,100,,,,low,Expired masks cannot be legally or ethically resold to consumers.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 23 Aug 26
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21217615,1.0,,Excellent,Christchurch,,1,Expired since April 2023; No filtration efficacy after expiry; Bulk lot difficult to move,Expired masks have zero protective value and are essentially unsellable; price is irrelevant when the product is unusable.,240,100,,,,low,Expired masks cannot be legally or ethically resold to consumers.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 23 Aug 26
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21367596,1.0,,Excellent,Christchurch,,1,Expired since April 2023; No filtration efficacy after expiry; Bulk lot difficult to move,Expired masks have zero protective value and are essentially unsellable; price is irrelevant when the product is unusable.,240,100,,,,low,Expired masks cannot be legally or ethically resold to consumers.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
