category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Electronics & Tech,Turners,Real price + condition,HP Elite Mini 600 G9 Desktop PC,https://www.turners.co.nz/General-Goods/Search/computer/other/25314765,1.0,,Average,Turners Auckland Trucks,,10,"Starting bid only $1 NZD; Includes power cable (complete setup); Average condition, fully functional","Identical spec to Item 1 but includes power cable, making it immediately usable—best value between the two at same opening price.",1200,100,400,399,39900,high,Business-class mini PCs in working condition have steady demand.,https://www.trademe.co.nz/a/search?search_string=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC,https://www.facebook.com/marketplace/search/?query=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC,https://www.ebay.com.au/sch/i.html?_nkw=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 1 Sep 26
Electronics & Tech,Turners,Real price + condition,HP Elite Mini 600 G9 Desktop PC,https://www.turners.co.nz/General-Goods/Search/computer/other/25314783,1.0,,Average,Turners Auckland Trucks,,9,Starting bid only $1 NZD; Average condition acceptable for price point; Missing power cable is minor drawback,Exceptional auction starting price for a functional business-class mini PC; missing power cable is easily sourced (~$20) and doesn't materially affect value at $1 opening bid.,1200,100,350,349,34900,high,Business-class mini PCs in working condition have steady demand.,https://www.trademe.co.nz/a/search?search_string=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC,https://www.facebook.com/marketplace/search/?query=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC,https://www.ebay.com.au/sch/i.html?_nkw=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 1 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Sink Snake Drain Clog RemoverTool (12pce) & Retailers Box *NEW*,https://www.turners.co.nz/General-Goods/Search/house--garden/cleaning-equipment/28094568,12.0,,As New,Christchurch,,9,Unopened retail box of 12 units; Massive bulk discount vs individual retail; Store clearance at NZD 1 per unit,Brand-new 12-pack drain snake set at NZD 12 total (NZD 1 per unit) is exceptional value—retail typically NZD 8–15 per individual tool.,120,90,60,48,400,high,Bulk utility items sell quickly; easy to split and resell individually.,https://www.trademe.co.nz/a/search?search_string=Sink%20Snake%20Drain%20Clog%20RemoverTool%20%2812pce%29%20%26%20Retailers%20Box%20%2ANEW%2A,https://www.facebook.com/marketplace/search/?query=Sink%20Snake%20Drain%20Clog%20RemoverTool%20%2812pce%29%20%26%20Retailers%20Box%20%2ANEW%2A,https://www.ebay.com.au/sch/i.html?_nkw=Sink%20Snake%20Drain%20Clog%20RemoverTool%20%2812pce%29%20%26%20Retailers%20Box%20%2ANEW%2A&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 30 Aug 26
House & Garden,Turners,Real price + condition,Sink Snake Drain Clog RemoverTool (12pce) & Retailers Box *NEW*,https://www.turners.co.nz/General-Goods/Search/house--garden/cleaning-equipment/28094484,12.0,,As New,Christchurch,,9,Unopened retail box of 12 units; Massive bulk discount vs individual retail; Store clearance at NZD 1 per unit,Brand-new 12-pack drain snake set at NZD 12 total (NZD 1 per unit) is exceptional value—retail typically NZD 8–15 per individual tool.,120,90,60,48,400,high,Bulk utility items sell quickly; easy to split and resell individually.,https://www.trademe.co.nz/a/search?search_string=Sink%20Snake%20Drain%20Clog%20RemoverTool%20%2812pce%29%20%26%20Retailers%20Box%20%2ANEW%2A,https://www.facebook.com/marketplace/search/?query=Sink%20Snake%20Drain%20Clog%20RemoverTool%20%2812pce%29%20%26%20Retailers%20Box%20%2ANEW%2A,https://www.ebay.com.au/sch/i.html?_nkw=Sink%20Snake%20Drain%20Clog%20RemoverTool%20%2812pce%29%20%26%20Retailers%20Box%20%2ANEW%2A&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 30 Aug 26
House & Garden,Turners,Real price + condition,Numatic - VCN1804 All Terrain Commercial Janitorial Trolley,https://www.turners.co.nz/General-Goods/Search/house--garden/cleaning-equipment/28311957,213.0,,Very Tidy,Christchurch,,7,"Commercial-grade trolley at reasonable price; Large 120L capacity, durable construction; Very tidy condition, minimal wear expected","Solid commercial janitorial equipment at ~$213 is well below typical retail ($400–600), though resale market for specialist trolleys is narrow.",500,57,280,67,31,low,Niche commercial item; small pool of small business/facility buyers.,https://www.trademe.co.nz/a/search?search_string=Numatic%20-%20VCN1804%20All%20Terrain%20Commercial%20Janitorial%20Trolley,https://www.facebook.com/marketplace/search/?query=Numatic%20-%20VCN1804%20All%20Terrain%20Commercial%20Janitorial%20Trolley,https://www.ebay.com.au/sch/i.html?_nkw=Numatic%20-%20VCN1804%20All%20Terrain%20Commercial%20Janitorial%20Trolley&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 30 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Kombat Spirit Judo Kit - Blue 750GSM - Size 2/150 *NEW - RRP $215*,https://www.turners.co.nz/General-Goods/Search/sport--leisure/martial-arts/28181339,23.0,,New,Christchurch,,9,"Premium 750GSM, blue variant at clearance; Brand new, RRP $215; 89% discount off retail",Heavy premium judo kit (750GSM) in blue selling for $23 when RRP is $215 offers identical value to white variant.,215,89,135,112,487,medium,Blue less common than white; slightly smaller buyer pool but still solid demand.,https://www.trademe.co.nz/a/search?search_string=Kombat%20Spirit%20Judo%20Kit%20-%20Blue%20750GSM%20-%20Size%202/150%20%2ANEW%20-%20RRP%20%24215%2A,https://www.facebook.com/marketplace/search/?query=Kombat%20Spirit%20Judo%20Kit%20-%20Blue%20750GSM%20-%20Size%202/150%20%2ANEW%20-%20RRP%20%24215%2A,https://www.ebay.com.au/sch/i.html?_nkw=Kombat%20Spirit%20Judo%20Kit%20-%20Blue%20750GSM%20-%20Size%202/150%20%2ANEW%20-%20RRP%20%24215%2A&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 30 Aug 26
Sport & Leisure,Turners,Real price + condition,Spada XL Motorbike jacket,https://www.turners.co.nz/General-Goods/Search/sport--leisure/other/21367287,2.0,,Excellent,Christchurch,,9,Excellent condition with full safety padding; Spada is reputable motorcycle gear brand; Starting bid $2 is exceptionally low,Premium motorbike jacket in excellent condition with protective padding at auction starting price of just $2—exceptional value if bid remains low.,250,99,120,118,5900,high,"Motorcycle safety gear always in steady demand, established brand.",https://www.trademe.co.nz/a/search?search_string=Spada%20XL%20Motorbike%20jacket,https://www.facebook.com/marketplace/search/?query=Spada%20XL%20Motorbike%20jacket,https://www.ebay.com.au/sch/i.html?_nkw=Spada%20XL%20Motorbike%20jacket&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 30 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
