category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Antiques & Collectables,Turners,Real price + condition,Janome Sewing Machine - Model 555 - Plug has Been Cut Off,https://www.turners.co.nz/General-Goods/Search/crafts/sewing/21217141,10.0,,Very Tidy,Christchurch,,3,"Plug cut off—requires rewiring; Untested, condition unknown; Cheap price can't offset safety risk",Cut plug creates electrical hazard requiring professional rewiring before safe use; untested status and risky modification override low price advantage.,400,98,80,70,700,low,Buyers avoid electrical safety risks and untested vintage machines.,https://www.trademe.co.nz/a/search?search_string=Janome%20Sewing%20Machine%20-%20Model%20555%20-%20Plug%20has%20Been%20Cut%20Off,https://www.facebook.com/marketplace/search/?query=Janome%20Sewing%20Machine%20-%20Model%20555%20-%20Plug%20has%20Been%20Cut%20Off,https://www.ebay.com.au/sch/i.html?_nkw=Janome%20Sewing%20Machine%20-%20Model%20555%20-%20Plug%20has%20Been%20Cut%20Off&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 6 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Automotive Parts,Turners,Real price + condition,Comet powered Silvan Spray Unit,https://www.turners.co.nz/General-Goods/Search/automotive-goods/trailers/28426716,1200.0,,Average,Turners Christchurch Trucks & Machinery,,3,"Untested, condition unclear; Agricultural equipment needs inspection; Price high for unknown state","Untested agricultural sprayer at $1,200 with vague condition description demands independent inspection before purchase; significant risk without verification of Comet engine and Silvan pump functionality.",3500,66,1800,600,50,medium,Steady demand for used farm spray equipment; condition uncertainty limits appeal.,https://www.trademe.co.nz/a/search?search_string=Comet%20powered%20Silvan%20Spray%20Unit,https://www.facebook.com/marketplace/search/?query=Comet%20powered%20Silvan%20Spray%20Unit,https://www.ebay.com.au/sch/i.html?_nkw=Comet%20powered%20Silvan%20Spray%20Unit&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 6 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Fujifilm Apeos C325 z Printer and Some Toner Cartridges,https://www.turners.co.nz/General-Goods/Search/computer/printers/21367032,1.0,,Very Tidy,Christchurch,,9,"Opening bid $1.00 is essentially free; Includes toner cartridges (valuable consumables); Large format printer, significant retail value",A $1 opening bid on a multifunction printer with included toner is exceptional value; even heavily used office equipment like this typically sells for $500–$1500 secondhand.,3500,100,800,799,79900,medium,Office equipment has steady demand but narrow buyer pool; condition testing incomplete.,https://www.trademe.co.nz/a/search?search_string=Fujifilm%20Apeos%20C325%20z%20Printer%20and%20Some%20Toner%20Cartridges,https://www.facebook.com/marketplace/search/?query=Fujifilm%20Apeos%20C325%20z%20Printer%20and%20Some%20Toner%20Cartridges,https://www.ebay.com.au/sch/i.html?_nkw=Fujifilm%20Apeos%20C325%20z%20Printer%20and%20Some%20Toner%20Cartridges&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 6 Sep 26
Electronics & Tech,Turners,Real price + condition,"Panasonic LED TV 50""",https://www.turners.co.nz/General-Goods/Search/electronics/television/27513678,1.0,,Tidy,Turners Wellington Trucks & Machinery,,9,"Exceptional price for 50"" LED TV; Tidy condition, powered on successfully; Only minor cosmetic/mounting issues","Opening bid of $1 for a functional 50"" Panasonic LED TV in tidy condition is extraordinarily undervalued; missing screws are trivial and easily sourced.",1200,100,400,399,39900,high,Large TVs consistently sell quickly in NZ secondhand market.,https://www.trademe.co.nz/a/search?search_string=Panasonic%20LED%20TV%2050%22,https://www.facebook.com/marketplace/search/?query=Panasonic%20LED%20TV%2050%22,https://www.ebay.com.au/sch/i.html?_nkw=Panasonic%20LED%20TV%2050%22&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 7 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21367169,1.0,,Excellent,Christchurch,,2,"Expired April 2023, now over 18 months past expiry; Medical-grade masks lose filtration efficacy when expired; Unsuitable for health/safety use despite low price",Expired face masks are unsuitable for their intended protective purpose and have minimal resale value; price is irrelevant when the product is non-functional for its core use.,1200,100,50,49,4900,low,Expired stock; only suitable for non-medical craft/hobby use.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 6 Sep 26
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21367499,1.0,,Excellent,Christchurch,,2,"Expired April 2023, now over 18 months past expiry; Medical-grade masks lose filtration efficacy when expired; Unsuitable for health/safety use despite low price",Expired face masks are unsuitable for their intended protective purpose and have minimal resale value; price is irrelevant when the product is non-functional for its core use.,1200,100,50,49,4900,low,Expired stock; only suitable for non-medical craft/hobby use.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 6 Sep 26
Health & Beauty,Turners,Real price + condition,Anjieya Earloop Face Masks,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21367225,1.0,,Excellent,Christchurch,,2,"Expired April 2023, now over 18 months past expiry; Medical-grade masks lose filtration efficacy when expired; Unsuitable for health/safety use despite low price",Expired face masks are unsuitable for their intended protective purpose and have minimal resale value; price is irrelevant when the product is non-functional for its core use.,1200,100,50,49,4900,low,Expired stock; only suitable for non-medical craft/hobby use.,https://www.trademe.co.nz/a/search?search_string=Anjieya%20Earloop%20Face%20Masks,https://www.facebook.com/marketplace/search/?query=Anjieya%20Earloop%20Face%20Masks,https://www.ebay.com.au/sch/i.html?_nkw=Anjieya%20Earloop%20Face%20Masks&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 6 Sep 26
