category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Antiques & Collectables,Thorntons,Listing language only (no price data),CAT Parts Auction 6.10.26 OS133198,https://www.thorntons.net.nz/auctions/detail/bw133198,,,,,,4,,"No descriptive content provided; title alone suggests heavy equipment parts but lacks details on condition, lot count, or liquidation context.",,,,,,low,CAT parts are niche; buyer pool is limited.,https://www.trademe.co.nz/a/search?search_string=art,https://www.facebook.com/marketplace/search/?query=art,https://www.ebay.com.au/sch/i.html?_nkw=art&LH_Sold=1&LH_Complete=1&_sop=13,Caution: minimal description; parts-only auction; unclear lot volume
,,,,,,,,,,,,,,,,,,,,,,,
Automotive Parts,Turners,Real price + condition,Tesla Wall Connector,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/24939432,2.0,,Tidy,Lower Hutt,,9,Exceptional price for functional charger; Includes original box and documentation; Gen 3 model with long 7.3m cable,"At NZ$2 for a working Tesla Wall Connector Gen 3 with accessories, this is an extraordinary bargain—typically retail $800–1200 new; even used units sell $600+.",1000,100,650,648,32400,high,Strong demand among Tesla owners; functional units always resell quickly.,https://www.trademe.co.nz/a/search?search_string=Tesla%20Wall%20Connector,https://www.facebook.com/marketplace/search/?query=Tesla%20Wall%20Connector,https://www.ebay.com.au/sch/i.html?_nkw=Tesla%20Wall%20Connector&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 25 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Dynamix Sliding Cabinet Shelf RASS-600,https://www.turners.co.nz/General-Goods/Search/computer/other/25309473,1.0,,As New,Napier,,9,Exceptional price for as-new item; Industrial-grade cabinet shelf; Minimal auction competition likely,"Rack shelf in as-new condition at $1 is extraordinarily underpriced; even untested, typical resale value far exceeds opening bid.",180,99,120,119,11900,high,Standard 600mm industrial shelving in strong ongoing demand.,https://www.trademe.co.nz/a/search?search_string=Dynamix%20Sliding%20Cabinet%20Shelf%20RASS-600,https://www.facebook.com/marketplace/search/?query=Dynamix%20Sliding%20Cabinet%20Shelf%20RASS-600,https://www.ebay.com.au/sch/i.html?_nkw=Dynamix%20Sliding%20Cabinet%20Shelf%20RASS-600&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Electronics & Tech,Turners,Real price + condition,"Veon 32"" TV",https://www.turners.co.nz/General-Goods/Search/electronics/television/25310508,2.0,,Unknown,Napier,,2,"Untested, unknown condition; No remote included; Suspiciously low opening bid","At $2 NZD untested with unknown condition, this is likely non-functional or heavily damaged despite low price—a gamble, not a value.",600,100,,,,low,Unknown functionality; high risk of non-working unit.,https://www.trademe.co.nz/a/search?search_string=Veon%2032%22%20TV,https://www.facebook.com/marketplace/search/?query=Veon%2032%22%20TV,https://www.ebay.com.au/sch/i.html?_nkw=Veon%2032%22%20TV&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Box of First Aid Items,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/24939167,2.0,,Average,Lower Hutt,,3,Untested condition unclear; Completeness unknown; Low resale demand for bulk first aid,Untested mixed first aid lot at $2 offers minimal value; incomplete kits and unknown contents make resale risky and slow.,60,97,8,6,300,low,"Buyers prefer new, sealed, or verified-complete first aid kits.",https://www.trademe.co.nz/a/search?search_string=Box%20of%20First%20Aid%20Items,https://www.facebook.com/marketplace/search/?query=Box%20of%20First%20Aid%20Items,https://www.ebay.com.au/sch/i.html?_nkw=Box%20of%20First%20Aid%20Items&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 25 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Anko Sandwich Maker,https://www.turners.co.nz/General-Goods/Search/house--garden/kitchen-equipment/28377056,1.0,,Average,Napier,,9,"Minimal auction price ($1.00); Powers on and functions; Common, easily resellable item","At $1 with confirmed power-on status, this is exceptional value even in average condition; typical secondhand sandwich makers sell for $15–25 NZD.",35,97,18,17,1700,high,Sandwich makers are popular budget kitchen items with steady demand.,https://www.trademe.co.nz/a/search?search_string=Anko%20Sandwich%20Maker,https://www.facebook.com/marketplace/search/?query=Anko%20Sandwich%20Maker,https://www.ebay.com.au/sch/i.html?_nkw=Anko%20Sandwich%20Maker&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
