category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Gas Treatment,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/28112452,2.0,,Average,Turners Hamilton Trucks & Machinery,,9,Bulk box at $0.07 per can; Functional automotive additive product; Well below typical retail per-unit cost,"28 cans of fuel treatment at $2 total ($0.07/can) is exceptional value; retail typically $2–4 per 275ml can, making this 95%+ discount.",84,98,35,33,1650,medium,Bulk lot appeals to mechanics/fleet ops; needs right buyer but moves fairly quickly.,https://www.trademe.co.nz/a/search?search_string=Gas%20Treatment,https://www.facebook.com/marketplace/search/?query=Gas%20Treatment,https://www.ebay.com.au/sch/i.html?_nkw=Gas%20Treatment&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Automotive Parts,Turners,Real price + condition,Gasoline Improver,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/28126037,3.0,,Average,Turners Hamilton Trucks & Machinery,,3,"Untested product, condition unclear; Bulk lot of 12 bottles; Extremely low starting price raises questions","At NZ$3 for 12 bottles of untested fuel additive, the price seems suspiciously low and suggests possible clearance of expired or questionable stock.",30,90,8,5,167,low,Untested consumables with no verification of efficacy or shelf life.,https://www.trademe.co.nz/a/search?search_string=Gasoline%20Improver,https://www.facebook.com/marketplace/search/?query=Gasoline%20Improver,https://www.ebay.com.au/sch/i.html?_nkw=Gasoline%20Improver&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,"Dell 27"" Monitor",https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308534,5.0,,Average,Napier,,8,Brand-name Dell monitor at minimal price; Minimal accessories means lower total risk; Strong Dell monitor resale demand,"Single Dell 27"" monitor for $5 is exceptional if functional; Dell brand commands premium in secondhand market.",350,99,140,135,2700,high,Dell branded monitors are trusted and sell fast; lowest accessory clutter reduces buyer hesitation.,https://www.trademe.co.nz/a/search?search_string=Dell%2027%22%20Monitor,https://www.facebook.com/marketplace/search/?query=Dell%2027%22%20Monitor,https://www.ebay.com.au/sch/i.html?_nkw=Dell%2027%22%20Monitor&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
Electronics & Tech,Turners,Real price + condition,Office Monitor Bundle,https://www.turners.co.nz/General-Goods/Search/computer/monitors/25308789,3.0,,Average,Napier,,6,Lowest absolute price per item; Mixed accessories; headset condition unknown; Single monitor limits revenue potential,"At $3, price is unbeatable, but single monitor plus mystery headset condition makes resale prediction harder.",250,99,100,97,3233,medium,Headset unknown quality may deter buyers; monitor alone moves fast but bundle appeal is lower.,https://www.trademe.co.nz/a/search?search_string=Office%20Monitor%20Bundle,https://www.facebook.com/marketplace/search/?query=Office%20Monitor%20Bundle,https://www.ebay.com.au/sch/i.html?_nkw=Office%20Monitor%20Bundle&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Sandalwood,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27926813,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sandalwood,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sandalwood,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sandalwood&LH_Sold=1&LH_Complete=1&_sop=13,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Sweet Pea,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27926911,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea&LH_Sold=1&LH_Complete=1&_sop=13,
Health & Beauty,Turners,Real price + condition,Bradfield - Infused Multi-Use Fragrance Sachets (15pce) - Sweet Pea,https://www.turners.co.nz/General-Goods/Search/health--beauty/fragrances/27926924,,,New,Christchurch,Opens soon,,,,,,,,,,,https://www.trademe.co.nz/a/search?search_string=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.facebook.com/marketplace/search/?query=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea,https://www.ebay.com.au/sch/i.html?_nkw=Bradfield%20-%20Infused%20Multi-Use%20Fragrance%20Sachets%20%2815pce%29%20-%20Sweet%20Pea&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Meeting Table,https://www.turners.co.nz/General-Goods/Search/house--garden/lounge-furniture/25309252,1.0,,Average,Napier,,9,"Auction price essentially $0; Functional furniture at giveaway; Heavy table requires effort, not damage",Starting bid of $1 for a usable meeting table represents exceptional value despite average condition and heavy weight logistics.,800,100,150,149,14900,medium,Office furniture demand moderate; heavy logistics reduce buyer pool but solid construction holds value.,https://www.trademe.co.nz/a/search?search_string=Meeting%20Table,https://www.facebook.com/marketplace/search/?query=Meeting%20Table,https://www.ebay.com.au/sch/i.html?_nkw=Meeting%20Table&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
House & Garden,Turners,Real price + condition,Paradox Security System Assembly,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309753,1.0,,As New,Napier,,9,"Appears unused, as-new condition; Paradox systems typically $300-600 retail; Auction price extraordinarily low at $1","Exceptional value: untested Paradox security assembly in as-new condition at $1 opening bid against typical $300–600 retail, though untested status introduces minor risk.",450,100,250,249,24900,medium,Security systems have steady demand but untested condition limits buyer confidence and pool.,https://www.trademe.co.nz/a/search?search_string=Paradox%20Security%20System%20Assembly,https://www.facebook.com/marketplace/search/?query=Paradox%20Security%20System%20Assembly,https://www.ebay.com.au/sch/i.html?_nkw=Paradox%20Security%20System%20Assembly&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,Green Camping Chair,https://www.turners.co.nz/General-Goods/Search/sport--leisure/camping-equipment/25309378,1.0,,Average,Napier,,9,Starting bid $1.00 is negligible; Camping chairs typically $40–80 retail; Average condition acceptable for this item type,"Exceptionally low opening bid on a functional camping chair means extraordinary value regardless of average wear—even accounting for untested status, this represents 95%+ discount to retail.",60,98,25,24,2400,high,"Camping chairs are common, steady demand from outdoor enthusiasts.",https://www.trademe.co.nz/a/search?search_string=Green%20Camping%20Chair,https://www.facebook.com/marketplace/search/?query=Green%20Camping%20Chair,https://www.ebay.com.au/sch/i.html?_nkw=Green%20Camping%20Chair&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 23 Aug 26
Sport & Leisure,Turners,Real price + condition,New Zealand Fern Flag,https://www.turners.co.nz/General-Goods/Search/sport--leisure/other/25309397,1.0,,Average,Napier,,9,Massive size at minimal price; Functional flag in average condition; Strong NZ patriotic demand,A 1.5m NZ fern flag at $1 auction opening is exceptionally underpriced; even worn flags sell for $15–30 in this size.,40,98,20,19,1900,high,Fern flags are popular NZ patriotic/decorative items with steady demand.,https://www.trademe.co.nz/a/search?search_string=New%20Zealand%20Fern%20Flag,https://www.facebook.com/marketplace/search/?query=New%20Zealand%20Fern%20Flag,https://www.ebay.com.au/sch/i.html?_nkw=New%20Zealand%20Fern%20Flag&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 23 Aug 26
