category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Mercedes Benz Truck Oil Filter,https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/25042579,,,As New,Turners Wellington Trucks & Machinery,Opens soon,7,"As New condition, genuine Mercedes part; Specific part number aids buyer confidence; Truck filters have steady demand",As-new genuine Mercedes truck oil filter at no reserve/buy-now creates solid value for fleet/mechanic buyers despite lack of current price visibility.,85,,55,,,high,Genuine OEM truck parts sell consistently to fleet operators.,https://www.trademe.co.nz/a/search?search_string=Mercedes%20Benz%20Truck%20Oil%20Filter,https://www.facebook.com/marketplace/search/?query=Mercedes%20Benz%20Truck%20Oil%20Filter,https://www.ebay.com.au/sch/i.html?_nkw=Mercedes%20Benz%20Truck%20Oil%20Filter&LH_Sold=1&LH_Complete=1&_sop=13,
Automotive Parts,Turners,Real price + condition,Mercedes Benz Filter,https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/25042607,,,Tidy,Turners Wellington Trucks & Machinery,Opens soon,6,"Tidy condition, different part number; Generic 'Filter' description lacks specifics; Part 0001420289 less common than truck oil filter","Tidy condition is positive, but vague 'Filter' title and unfamiliar part number (possibly air/cabin filter) create hesitation compared to clearly-specified truck oil filter.",65,,40,,,medium,Generic filter description and less-common part number limit buyer pool.,https://www.trademe.co.nz/a/search?search_string=Mercedes%20Benz%20Filter,https://www.facebook.com/marketplace/search/?query=Mercedes%20Benz%20Filter,https://www.ebay.com.au/sch/i.html?_nkw=Mercedes%20Benz%20Filter&LH_Sold=1&LH_Complete=1&_sop=13,
Automotive Parts,Turners,Real price + condition,Mercedes Benz Truck Oil Filter,https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/25042598,,,Unknown,Turners Wellington Trucks & Machinery,Opens soon,3,Condition unknown raises uncertainty; Same part as Item 1 but unverified state; Buyers prefer assured quality on consumables,Unknown condition on a consumable filter part significantly undermines value; buyers won't risk a part whose serviceability is unclear.,85,,30,,,low,Unknown condition deters buyers of safety-critical consumables.,https://www.trademe.co.nz/a/search?search_string=Mercedes%20Benz%20Truck%20Oil%20Filter,https://www.facebook.com/marketplace/search/?query=Mercedes%20Benz%20Truck%20Oil%20Filter,https://www.ebay.com.au/sch/i.html?_nkw=Mercedes%20Benz%20Truck%20Oil%20Filter&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Hytera Walkie Talkies,https://www.turners.co.nz/General-Goods/Search/electronics/other/21312576,153.0,,Average,Turners Napier Trucks & Machinery,,4,"Average condition, varied state; Trade environment wear evident; Limited testing/warranty info",Cheap entry price offset by uncertain condition and no testing confirmation; risky for a commercial radio that may have hidden faults.,400,62,200,47,31,medium,Hytera radios hold secondhand value but uncertain condition limits buyer confidence.,https://www.trademe.co.nz/a/search?search_string=Hytera%20Walkie%20Talkies,https://www.facebook.com/marketplace/search/?query=Hytera%20Walkie%20Talkies,https://www.ebay.com.au/sch/i.html?_nkw=Hytera%20Walkie%20Talkies&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Electronics & Tech,Turners,Real price + condition,Rechargeable Sealed Lead-Acid Batteries,https://www.turners.co.nz/General-Goods/Search/electronics/other/21312479,34.0,,Unknown,Turners Napier Trucks & Machinery,,3,"Untested, condition unknown; Mixed types reduces usability; SLA batteries degrade if stored improperly","Sealed lead-acid batteries are risky buys untested; unknown storage history, mixed types, and lack of confirmation make this poor value despite low price.",150,77,25,-9,-26,low,Buyers avoid untested batteries due to reliability/safety concerns.,https://www.trademe.co.nz/a/search?search_string=Rechargeable%20Sealed%20Lead-Acid%20Batteries,https://www.facebook.com/marketplace/search/?query=Rechargeable%20Sealed%20Lead-Acid%20Batteries,https://www.ebay.com.au/sch/i.html?_nkw=Rechargeable%20Sealed%20Lead-Acid%20Batteries&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Manrose diffuser,https://www.turners.co.nz/General-Goods/Search/house--garden/bathroom/26029526,1.0,,Tidy,Turners Napier Trucks & Machinery,,9,"New in box, unopened; Bathroom diffuser typically $30-50 retail; Untested but sealed condition",Brand new sealed bathroom diffuser at $1 opening bid represents exceptional value; likely to sell much higher or reach reasonable final price if competition emerges.,45,98,35,34,3400,high,Common bathroom fixture with steady secondhand demand.,https://www.trademe.co.nz/a/search?search_string=Manrose%20diffuser,https://www.facebook.com/marketplace/search/?query=Manrose%20diffuser,https://www.ebay.com.au/sch/i.html?_nkw=Manrose%20diffuser&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
House & Garden,Turners,Real price + condition,Bosch Security Systems Display,https://www.turners.co.nz/General-Goods/Search/house--garden/security-locks--alarms/25309931,1.0,,Average,Napier,,3,"Untested electronics, unknown functionality; Average condition only; Specialized/niche security equipment",Untested Bosch security display at $1 is tempting but risky; unknown working state and average condition severely limit resale viability despite the bargain price.,800,100,150,149,14900,low,Untested specialist equipment with uncertain buyer demand in NZ.,https://www.trademe.co.nz/a/search?search_string=Bosch%20Security%20Systems%20Display,https://www.facebook.com/marketplace/search/?query=Bosch%20Security%20Systems%20Display,https://www.ebay.com.au/sch/i.html?_nkw=Bosch%20Security%20Systems%20Display&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Sport & Leisure,Turners,Real price + condition,"Dart Board ""the bandit""",https://www.turners.co.nz/General-Goods/Search/sport--leisure/other/22825292,20.0,,Average,Turners Napier Trucks & Machinery,,7,"Well below typical retail price; Functional board, cosmetic wear acceptable; Popular casual item, easy to resell","At $20 for a working dartboard despite average condition, this is solid value—typical boards cost $40–80 new, and secondhand equivalent condition units fetch $25–40.",60,67,30,10,50,high,Dartboards are common casual pub/garage items with steady secondhand demand.,https://www.trademe.co.nz/a/search?search_string=Dart%20Board%20%22the%20bandit%22,https://www.facebook.com/marketplace/search/?query=Dart%20Board%20%22the%20bandit%22,https://www.ebay.com.au/sch/i.html?_nkw=Dart%20Board%20%22the%20bandit%22&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
