category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Cars,Turners,Real price + condition,2015 Hyundai Ix35 GDI 2.0 6A 2WD,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/hyundai/ix35/28276264,,,,Hornby,,7,"Low mileage (61,988 km) for age; Only 2 owners, good service history indicator; Long WOF/registration validity",2015 model with notably lower mileage and fewer owners than the comparison vehicle makes this the stronger value proposition for a used compact SUV.,32000,,18500,,,high,"Popular compact SUV model, reliable engine, strong used market demand.",https://www.trademe.co.nz/a/search?search_string=2015%20Hyundai%20Ix35%20GDI%202.0%206A%202WD,https://www.facebook.com/marketplace/search/?query=2015%20Hyundai%20Ix35%20GDI%202.0%206A%202WD,https://www.ebay.com.au/sch/i.html?_nkw=2015%20Hyundai%20Ix35%20GDI%202.0%206A%202WD&LH_Sold=1&LH_Complete=1&_sop=13,
Cars,Turners,Real price + condition,2014 Hyundai Ix35 GDI 2.0 6A 2WD,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/hyundai/ix35/28354767,,,,Avalon Drive,,5,"Higher mileage (122,068 km) at older model year; 7 previous owners raises depreciation/maintenance concerns; Still valid WOF/registration but older vehicle",Significantly higher mileage and ownership history substantially undermine value despite same mechanicals; less desirable purchase even with dual air-con feature.,32000,,15000,,,medium,"Same model popular, but higher mileage and multi-owner history limit appeal.",https://www.trademe.co.nz/a/search?search_string=2014%20Hyundai%20Ix35%20GDI%202.0%206A%202WD,https://www.facebook.com/marketplace/search/?query=2014%20Hyundai%20Ix35%20GDI%202.0%206A%202WD,https://www.ebay.com.au/sch/i.html?_nkw=2014%20Hyundai%20Ix35%20GDI%202.0%206A%202WD&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,"2 x laptop stands, 2 x under desk footstool",https://www.turners.co.nz/General-Goods/Search/computer/other/24939387,6.0,,Average,Lower Hutt,,9,Extremely low auction price for bundle; Four useful desk accessories included; Startech brand has good reputation,Four practical desk items at $6 is exceptional value; even average condition doesn't diminish this bargain for functional accessories.,120,95,35,29,483,high,Desk accessories consistently popular; bundle appeals to home/office setup buyers.,https://www.trademe.co.nz/a/search?search_string=2%20x%20laptop%20stands%2C%202%20x%20under%20desk%20footstool,https://www.facebook.com/marketplace/search/?query=2%20x%20laptop%20stands%2C%202%20x%20under%20desk%20footstool,https://www.ebay.com.au/sch/i.html?_nkw=2%20x%20laptop%20stands%2C%202%20x%20under%20desk%20footstool&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Electronics & Tech,Turners,Real price + condition,Konka Stereo & Speakers,https://www.turners.co.nz/General-Goods/Search/electronics/other/25260211,1.0,,Poor,,,1,"Untested, poor condition; Dirty, heavily used state; No functional guarantee",Untested stereo/speakers in poor dirty condition with zero guarantee of working—essentially scrap value regardless of price.,,,,,,low,Untested electronics in poor condition are difficult to resell reliably.,https://www.trademe.co.nz/a/search?search_string=Konka%20Stereo%20%26%20Speakers,https://www.facebook.com/marketplace/search/?query=Konka%20Stereo%20%26%20Speakers,https://www.ebay.com.au/sch/i.html?_nkw=Konka%20Stereo%20%26%20Speakers&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 31 Aug 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Draw of Various Kitchen Items,https://www.turners.co.nz/General-Goods/Search/house--garden/kitchen-equipment/24938473,4.0,,Average,Lower Hutt,,7,Unopened Brabantia sandwich maker alone worth $40–60; Mixed lot includes wine glasses and serving items; Very low starting price for bundle value,"Unopened Brabantia sandwich maker is the standout item; even if other pieces are average, the total bundle value far exceeds $4 opening bid.",120,97,45,41,1025,high,Brabantia brand has strong demand; supporting items also useful.,https://www.trademe.co.nz/a/search?search_string=Draw%20of%20Various%20Kitchen%20Items,https://www.facebook.com/marketplace/search/?query=Draw%20of%20Various%20Kitchen%20Items,https://www.ebay.com.au/sch/i.html?_nkw=Draw%20of%20Various%20Kitchen%20Items&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
House & Garden,Turners,Real price + condition,Draw of Bowls and Plates,https://www.turners.co.nz/General-Goods/Search/house--garden/kitchen-equipment/24938983,23.0,,Average,Lower Hutt,,5,Significantly higher than comparable lots; Average condition for premiums price point; No clear differentiation justifying markup,$23 for average plates and bowls is 10× the price of similar items with no condition/testing advantage stated.,50,54,18,-5,-22,medium,"Plates and bowls resell, but average condition + higher price makes this lot less competitive than peers.",https://www.trademe.co.nz/a/search?search_string=Draw%20of%20Bowls%20and%20Plates,https://www.facebook.com/marketplace/search/?query=Draw%20of%20Bowls%20and%20Plates,https://www.ebay.com.au/sch/i.html?_nkw=Draw%20of%20Bowls%20and%20Plates&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
House & Garden,Turners,Real price + condition,Draw of Kitchen accessories,https://www.turners.co.nz/General-Goods/Search/house--garden/kitchen-equipment/24938977,2.0,,Average,Lower Hutt,,5,Consumables and basics only (no premium items); Low starting bid reflects minimal intrinsic value; Useful but modest household essentials,Consumable kitchen accessories and textiles have limited resale appeal and low per-item value; reasonable price but limited upside.,40,95,8,6,300,low,Secondhand textiles and consumables have poor resale demand.,https://www.trademe.co.nz/a/search?search_string=Draw%20of%20Kitchen%20accessories,https://www.facebook.com/marketplace/search/?query=Draw%20of%20Kitchen%20accessories,https://www.ebay.com.au/sch/i.html?_nkw=Draw%20of%20Kitchen%20accessories&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
