category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Cars,Turners,Real price + condition,2018 Toyota Aqua,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/toyota/aqua/28382963,,,,Wairakei Rd,,7,"Newer 2018 model with safety features; Single previous owner, lower mileage; Longer WOF/registration validity (Jan 2027)","Newer model year, fewer owners, lower kilometres, and lane departure warning justify premium over 2015; better long-term ownership prospect.",31000,,16500,,,high,"Toyota Aqua is popular, reliable, fuel-efficient; strong used market demand.",https://www.trademe.co.nz/a/search?search_string=2018%20Toyota%20Aqua,https://www.facebook.com/marketplace/search/?query=2018%20Toyota%20Aqua,https://www.ebay.com.au/sch/i.html?_nkw=2018%20Toyota%20Aqua&LH_Sold=1&LH_Complete=1&_sop=13,
Cars,Turners,Real price + condition,2015 Toyota Aqua,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/toyota/aqua/28246637,,,,Wairakei Rd,,6,Timing chain eliminates major maintenance concern; Good WOF/registration validity through mid-2026; Moderate mileage for 2015 import,"2015 Aqua with solid fundamentals (timing chain, valid WOF), but older model year and 3 previous owners reduce value versus newer competitor.",28000,,13500,,,high,"Toyota Aqua is popular, reliable, fuel-efficient; strong used market demand.",https://www.trademe.co.nz/a/search?search_string=2015%20Toyota%20Aqua,https://www.facebook.com/marketplace/search/?query=2015%20Toyota%20Aqua,https://www.ebay.com.au/sch/i.html?_nkw=2015%20Toyota%20Aqua&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,HP Elite Mini 600 G9 Desktop PC,https://www.turners.co.nz/General-Goods/Search/computer/other/25314754,1.0,,Average,Turners Auckland Trucks,,9,"Includes power cable (complete); Same specs, average condition; Exceptionally low opening bid",Identical unit but complete with power cable at $1 opening bid represents exceptional value compared to typical secondhand pricing.,1200,100,350,349,34900,high,Complete unit with all essentials; compact form-factor appeals to small office buyers.,https://www.trademe.co.nz/a/search?search_string=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC,https://www.facebook.com/marketplace/search/?query=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC,https://www.ebay.com.au/sch/i.html?_nkw=HP%20Elite%20Mini%20600%20G9%20Desktop%20PC&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 8 Sep 26
Electronics & Tech,Turners,Real price + condition,HP EliteBook 640 G10 Laptop & Charger,https://www.turners.co.nz/General-Goods/Search/computer/laptops/25314540,1.0,,Average,Turners Auckland Trucks,,9,"Extreme underpricing at $1 NZD; EliteBook 640 G10 is current business-class model; Includes charger, confirmed working",Starting bid of $1 on a functional current-gen HP business laptop with charger is exceptionally rare—typical resale $800–1200 depending on specs.,2500,100,950,949,94900,high,Strong demand for affordable business laptops in NZ secondhand market.,https://www.trademe.co.nz/a/search?search_string=HP%20EliteBook%20640%20G10%20Laptop%20%26%20Charger,https://www.facebook.com/marketplace/search/?query=HP%20EliteBook%20640%20G10%20Laptop%20%26%20Charger,https://www.ebay.com.au/sch/i.html?_nkw=HP%20EliteBook%20640%20G10%20Laptop%20%26%20Charger&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 8 Sep 26
Electronics & Tech,Turners,Real price + condition,HP Desktop PC,https://www.turners.co.nz/General-Goods/Search/computer/other/25314796,151.0,,Average,Turners Auckland Trucks,,5,"Missing power cable (critical accessory); Average condition, workshop use; Reasonable price but incomplete","Without the power cable, this unit is incomplete and less immediately usable; $151 is fair but the missing accessory limits value.",1200,87,280,129,85,medium,Compact business desktop has steady demand but missing cable reduces appeal.,https://www.trademe.co.nz/a/search?search_string=HP%20Desktop%20PC,https://www.facebook.com/marketplace/search/?query=HP%20Desktop%20PC,https://www.ebay.com.au/sch/i.html?_nkw=HP%20Desktop%20PC&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 8 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Arlec 150W work light,https://www.turners.co.nz/General-Goods/Search/house--garden/lamps--lighting/27582926,40.0,,Very Tidy,Christchurch,,7,"Good condition, proven working; Well below typical retail price; Popular utilitarian item","150W work lights typically retail $80–120 NZD; this tested unit at $40 is solid value, though pickup logistics may deter some buyers.",100,60,55,15,38,high,"Work lights are common, practical, always have steady demand.",https://www.trademe.co.nz/a/search?search_string=Arlec%20150W%20work%20light,https://www.facebook.com/marketplace/search/?query=Arlec%20150W%20work%20light,https://www.ebay.com.au/sch/i.html?_nkw=Arlec%20150W%20work%20light&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
House & Garden,Turners,Real price + condition,Warrior WEHL500S work light,https://www.turners.co.nz/General-Goods/Search/house--garden/lamps--lighting/27582872,18.0,,Tidy,Christchurch,,2,Light does not turn on; Testing level unknown; Repair cost likely exceeds purchase price,"Non-functional work light with unknown fault—repair costs would almost certainly exceed the $18 auction price, making this a poor value despite low cost.",120,85,,,,low,Broken item with unknown fault; risky resale without diagnosis and repair.,https://www.trademe.co.nz/a/search?search_string=Warrior%20WEHL500S%20work%20light,https://www.facebook.com/marketplace/search/?query=Warrior%20WEHL500S%20work%20light,https://www.ebay.com.au/sch/i.html?_nkw=Warrior%20WEHL500S%20work%20light&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
