category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Narva & Other Automotive Cabling   - Automotive Electrical Parts Clearance,https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28476226,1.0,,As New,Christchurch,,9,"Exceptional price at $1 opening bid; Narva premium brand, quality cabling; Highly resaleable electrical consumable",Automotive cabling at $1 is an extraordinary bargain; Narva brand carries strong reputation and cables are always in demand.,200,100,80,79,7900,high,Quality automotive cabling universally needed; strong Narva brand recognition.,https://www.trademe.co.nz/a/search?search_string=Narva%20%26%20Other%20Automotive%20Cabling%20%20%20-%20Automotive%20Electrical%20Parts%20Clearance,https://www.facebook.com/marketplace/search/?query=Narva%20%26%20Other%20Automotive%20Cabling%20%20%20-%20Automotive%20Electrical%20Parts%20Clearance,https://www.ebay.com.au/sch/i.html?_nkw=Narva%20%26%20Other%20Automotive%20Cabling%20%20%20-%20Automotive%20Electrical%20Parts%20Clearance&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: Reserve Met; Closes 27 Sep 26
Automotive Parts,Turners,Real price + condition,"Battery Terminals, Frames & Cables - *New* Automotive Electrical Clearance",https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28475045,81.0,,As New,Christchurch,,8,Best price per item at $81; Mixed battery/cable lot offers versatility; As-new stock with detailed part numbers,"Battery terminals and cables lot is $11 cheaper than comparable boxes and covers multiple electrical categories, maximizing resale breadth.",180,55,125,44,54,medium,Mixed electrical consumables have broader appeal than single-item lots.,https://www.trademe.co.nz/a/search?search_string=Battery%20Terminals%2C%20Frames%20%26%20Cables%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.facebook.com/marketplace/search/?query=Battery%20Terminals%2C%20Frames%20%26%20Cables%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.ebay.com.au/sch/i.html?_nkw=Battery%20Terminals%2C%20Frames%20%26%20Cables%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 27 Sep 26
Automotive Parts,Turners,Real price + condition,Narva Insulated Terminal Packs - Automotive Electrical Parts *New*,https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28476149,58.0,,As New,Christchurch,,8,Lowest price per pack at $58; Narva branded insulated terminals; Specific part numbers aid buyer confidence,Narva terminal packs at $58 offer excellent value; recognized brand quality and complete part list transparency justify strong score.,140,59,95,37,64,high,Narva terminals are trusted brand; widely needed for automotive work.,https://www.trademe.co.nz/a/search?search_string=Narva%20Insulated%20Terminal%20Packs%20-%20Automotive%20Electrical%20Parts%20%2ANew%2A,https://www.facebook.com/marketplace/search/?query=Narva%20Insulated%20Terminal%20Packs%20-%20Automotive%20Electrical%20Parts%20%2ANew%2A,https://www.ebay.com.au/sch/i.html?_nkw=Narva%20Insulated%20Terminal%20Packs%20-%20Automotive%20Electrical%20Parts%20%2ANew%2A&LH_Sold=1&LH_Complete=1&_sop=13,Reserve: No Reserve; Closes 27 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Fujifilm Toner Cartridge - Yellow,https://www.turners.co.nz/General-Goods/Search/computer/printers/21365869,1.0,,Excellent,Christchurch,,9,"NZ$1 opening price far below retail; Excellent condition, untested but appearance excellent; Yellow toner cartridge widely compatible/needed","Genuine Fujifilm yellow toner at NZ$1 current price is exceptional value; typical retail runs NZ$80–120, making this a steal if bids stay low.",100,99,65,64,6400,high,Toner cartridges sell consistently; Fujifilm is mainstream brand.,https://www.trademe.co.nz/a/search?search_string=Fujifilm%20Toner%20Cartridge%20-%20Yellow,https://www.facebook.com/marketplace/search/?query=Fujifilm%20Toner%20Cartridge%20-%20Yellow,https://www.ebay.com.au/sch/i.html?_nkw=Fujifilm%20Toner%20Cartridge%20-%20Yellow&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
Electronics & Tech,Turners,Real price + condition,"GME Radio, Storage Container Etc",https://www.turners.co.nz/General-Goods/Search/electronics/radio-equipment/21215943,10.0,,Tidy,Christchurch,,4,Untested condition is major risk; Missing charger power cord; Screen marks/stains visible,"Ultra-cheap price ($10) doesn't offset untested status, missing accessories, and visible screen damage on the main item (GME radio).",150,93,25,15,150,low,Untested electronics with visible defects hard to move; requires buyer accepting risk.,https://www.trademe.co.nz/a/search?search_string=GME%20Radio%2C%20Storage%20Container%20Etc,https://www.facebook.com/marketplace/search/?query=GME%20Radio%2C%20Storage%20Container%20Etc,https://www.ebay.com.au/sch/i.html?_nkw=GME%20Radio%2C%20Storage%20Container%20Etc&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Health & Beauty,Turners,Real price + condition,Hairdressing Items or Similar - Schwarzkopf Oil Developer Etc,https://www.turners.co.nz/General-Goods/Search/health--beauty/hair-care/21215936,10.0,,Very Tidy,Christchurch,,3,"Most items expired; Varying fill levels, some nearly empty; Professional/salon products need freshness",Expired haircare products have minimal resale value regardless of price; buyers need current stock for safety and efficacy.,,,5,-5,-50,low,Expired products difficult to move; niche buyer pool only.,https://www.trademe.co.nz/a/search?search_string=Hairdressing%20Items%20or%20Similar%20-%20Schwarzkopf%20Oil%20Developer%20Etc,https://www.facebook.com/marketplace/search/?query=Hairdressing%20Items%20or%20Similar%20-%20Schwarzkopf%20Oil%20Developer%20Etc,https://www.ebay.com.au/sch/i.html?_nkw=Hairdressing%20Items%20or%20Similar%20-%20Schwarzkopf%20Oil%20Developer%20Etc&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
Health & Beauty,Turners,Real price + condition,Disposable Surgical Caps - RHS914,https://www.turners.co.nz/General-Goods/Search/health--beauty/other/21215860,1.0,,Excellent,Christchurch,,2,Expired product (April 2026); Bulk quantity unsuitable for most buyers; Pickup-only logistics limiting appeal,"Expired medical supplies have minimal resale value regardless of price; most buyers avoid expired PPE due to hygiene/liability concerns, making these unsellable despite low cost.",60,98,,,,low,Expired medical consumables virtually impossible to resell legally or ethically.,https://www.trademe.co.nz/a/search?search_string=Disposable%20Surgical%20Caps%20-%20RHS914,https://www.facebook.com/marketplace/search/?query=Disposable%20Surgical%20Caps%20-%20RHS914,https://www.ebay.com.au/sch/i.html?_nkw=Disposable%20Surgical%20Caps%20-%20RHS914&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,"Miscellaneous Items - Filta Numatic Vacuum Bags, Bulb Etc",https://www.turners.co.nz/General-Goods/Search/house--garden/cleaning-equipment/21216680,29.0,,Very Tidy,Christchurch,,4,Untested bulb is uncertain; Vacuum bags damaged in packaging; Mixed lot with unclear value,Untested bulb and torn bag packaging create doubt; value depends entirely on what the lot contains and whether bulb functions.,60,52,20,-9,-31,low,"Miscellaneous untested lot, hard to market as coherent item.",https://www.trademe.co.nz/a/search?search_string=Miscellaneous%20Items%20-%20Filta%20Numatic%20Vacuum%20Bags%2C%20Bulb%20Etc,https://www.facebook.com/marketplace/search/?query=Miscellaneous%20Items%20-%20Filta%20Numatic%20Vacuum%20Bags%2C%20Bulb%20Etc,https://www.ebay.com.au/sch/i.html?_nkw=Miscellaneous%20Items%20-%20Filta%20Numatic%20Vacuum%20Bags%2C%20Bulb%20Etc&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Jewellery & Watches,Turners,Real price + condition,Jade Pendant with Gold Coloured Insert,https://www.turners.co.nz/General-Goods/Search/jewellery/necklaces--pendants/25315833,1.0,,Average,Odometer -,,9,Authentic jade with certificate included; Starting bid only $1.00 with no reserve; Typical jade pendants resell $50-150+ NZD,Exceptionally low opening bid ($1) for authenticated jade pendant with certificate; exceptional value even in average condition.,120,99,65,64,6400,high,Jade pendants consistently sought after in NZ secondhand market.,https://www.trademe.co.nz/a/search?search_string=Jade%20Pendant%20with%20Gold%20Coloured%20Insert,https://www.facebook.com/marketplace/search/?query=Jade%20Pendant%20with%20Gold%20Coloured%20Insert,https://www.ebay.com.au/sch/i.html?_nkw=Jade%20Pendant%20with%20Gold%20Coloured%20Insert&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 28 Sep 26
