category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,Iveco Blinker Relay,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25043784,1.0,,Tidy,Turners Wellington Trucks & Machinery,,9,"Exceptional price for functional part; Tidy condition, ready to use; Scarce OEM Iveco component","At $1 NZD for a tidy OEM Iveco blinker relay (Part No. 500372850), this is an outstanding deal—such commercial vehicle parts typically retail $40–80 NZD and rarely appear secondhand this cheap.",60,98,35,34,3400,medium,Niche market; appeals mainly to Iveco owners/mechanics needing this specific part.,https://www.trademe.co.nz/a/search?search_string=Iveco%20Blinker%20Relay,https://www.facebook.com/marketplace/search/?query=Iveco%20Blinker%20Relay,https://www.ebay.com.au/sch/i.html?_nkw=Iveco%20Blinker%20Relay&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Automotive Parts,Turners,Real price + condition,Iveco Oil Filter,https://www.turners.co.nz/General-Goods/Search/automotive-goods/other/25043778,1.0,,Tidy,Turners Wellington Trucks & Machinery,,9,"Extremely underpriced at $1; Generic part, universally resellable; Tidy condition, ready to use",Oil filters typically sell for $15–30 NZD; this $1 auction price is exceptional value for a working Iveco part.,25,96,18,17,1700,high,Common consumable part; steady demand from vehicle owners/mechanics.,https://www.trademe.co.nz/a/search?search_string=Iveco%20Oil%20Filter,https://www.facebook.com/marketplace/search/?query=Iveco%20Oil%20Filter,https://www.ebay.com.au/sch/i.html?_nkw=Iveco%20Oil%20Filter&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
Cars,Turners,Real price + condition,2017 Toyota C-HR Hybrid,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/toyota/c-hr/27892817,,,,Botany,,7,"Fresh Japan import, first NZ owner; Turners certified compliance & service included; Hybrid model, lower running costs","Fresh import with zero NZ mileage, professional inspection, and service inclusions offer better long-term value despite unknown exact mileage than the higher-km domestic alternative.",42000,,27000,,,high,Low mileage fresh import with dealer backing appeals to NZ buyers.,https://www.trademe.co.nz/a/search?search_string=2017%20Toyota%20C-HR%20Hybrid,https://www.facebook.com/marketplace/search/?query=2017%20Toyota%20C-HR%20Hybrid,https://www.ebay.com.au/sch/i.html?_nkw=2017%20Toyota%20C-HR%20Hybrid&LH_Sold=1&LH_Complete=1&_sop=13,
Cars,Turners,Real price + condition,2017 Toyota C-HR,https://www.turners.co.nz/Cars/Used-Cars-for-Sale/toyota/c-hr/28317735,,,,Mount Maunganui,,6,"121k km, single owner, good service history; WOF/rego valid through 2026–2027; Leather, dual air con, hybrid powertrain","Solid used C-HR with reasonable mileage and current compliance; no auction price visible limits value assessment, but specification suggests fair mid-market positioning.",42000,,24000,,,high,"C-HR is popular, reliable, fuel-efficient; strong used market demand.",https://www.trademe.co.nz/a/search?search_string=2017%20Toyota%20C-HR,https://www.facebook.com/marketplace/search/?query=2017%20Toyota%20C-HR,https://www.ebay.com.au/sch/i.html?_nkw=2017%20Toyota%20C-HR&LH_Sold=1&LH_Complete=1&_sop=13,
,,,,,,,,,,,,,,,,,,,,,,,
Electronics & Tech,Turners,Real price + condition,Hitli Measuring Tools,https://www.turners.co.nz/General-Goods/Search/electronics/cameras--equipment/25261001,38.0,,Average,Turners Palmerston North Trucks & Machinery,,6,Hilti pro-grade tools significantly underpriced; Laser in near-new condition; Tripod/brace need inspection; untested under load,"Quality professional measuring equipment bundle at auction basement price, but untested condition and average tripod state create modest resale risk despite Hilti brand value.",800,95,320,282,742,medium,Hilti tools sought after but untested status limits buyer confidence.,https://www.trademe.co.nz/a/search?search_string=Hitli%20Measuring%20Tools,https://www.facebook.com/marketplace/search/?query=Hitli%20Measuring%20Tools,https://www.ebay.com.au/sch/i.html?_nkw=Hitli%20Measuring%20Tools&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
Electronics & Tech,Turners,Real price + condition,2x GME 5 Watt Radios - Model TX6160 and 1x Charger,https://www.turners.co.nz/General-Goods/Search/electronics/radio-equipment/21216499,123.0,,Tidy,Christchurch,,5,Limited testing reduces confidence; Cosmetic damage present; GME radios have modest secondhand demand,"Powered-on-only testing and scratches/residue limit confidence, though the price sits reasonably low for 2 working radios and a charger if they function properly.",400,69,180,57,46,medium,GME handheld radios have steady niche demand among tradies and outdoor enthusiasts.,https://www.trademe.co.nz/a/search?search_string=2x%20GME%205%20Watt%20Radios%20-%20Model%20TX6160%20and%201x%20Charger,https://www.facebook.com/marketplace/search/?query=2x%20GME%205%20Watt%20Radios%20-%20Model%20TX6160%20and%201x%20Charger,https://www.ebay.com.au/sch/i.html?_nkw=2x%20GME%205%20Watt%20Radios%20-%20Model%20TX6160%20and%201x%20Charger&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
,,,,,,,,,,,,,,,,,,,,,,,
House & Garden,Turners,Real price + condition,Methven - Shower Mixer - Chrome *NEW* RRP $309,https://www.turners.co.nz/General-Goods/Search/house--garden/bathroom/28448041,56.0,,As New,Christchurch,,9,"82% discount off RRP; As New condition, never installed; Popular NZ brand, guaranteed quality","Methven shower mixer at $56 versus $309 RRP represents exceptional value for an unopened, store-cleared item from a trusted local brand.",309,82,180,124,221,high,"Methven is trusted, widely needed fixture; As New condition highly desirable.",https://www.trademe.co.nz/a/search?search_string=Methven%20-%20Shower%20Mixer%20-%20Chrome%20%2ANEW%2A%20RRP%20%24309,https://www.facebook.com/marketplace/search/?query=Methven%20-%20Shower%20Mixer%20-%20Chrome%20%2ANEW%2A%20RRP%20%24309,https://www.ebay.com.au/sch/i.html?_nkw=Methven%20-%20Shower%20Mixer%20-%20Chrome%20%2ANEW%2A%20RRP%20%24309&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes unknown
