category,source,data_basis,title,url,price_nzd,buy_now_price_nzd,condition,location,auction_status,score,reasons,explanation,estimated_new_price_nzd,value_vs_new_pct,suggested_resale_price_nzd,potential_profit_nzd,potential_profit_pct,resale_likelihood,resale_reason,trademe_search_url,facebook_search_url,ebay_search_url,notes
Automotive Parts,Turners,Real price + condition,"Aerials, Band Expanders & Adaptors - *New* Automotive Electrical Clearance",https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28474991,58.0,,As New,Christchurch,,7,"Bulk lot of new automotive parts; Clearance pricing well below retail; Condition as-new, untested but unopened","Unopened automotive electrical stock at clearance price is solid value, though resale requires identifying individual part demand and part numbers suggest specialty/niche applications.",150,61,85,27,47,medium,Bulk lots need the right buyer; individual parts may have strong demand if catalogued properly.,https://www.trademe.co.nz/a/search?search_string=Aerials%2C%20Band%20Expanders%20%26%20Adaptors%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.facebook.com/marketplace/search/?query=Aerials%2C%20Band%20Expanders%20%26%20Adaptors%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance,https://www.ebay.com.au/sch/i.html?_nkw=Aerials%2C%20Band%20Expanders%20%26%20Adaptors%20-%20%2ANew%2A%20Automotive%20Electrical%20Clearance&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
Automotive Parts,Turners,Real price + condition,Motorcycle Bulbs (12V & 6V) & Misc Motorcycle Electrical Parts *New*,https://www.turners.co.nz/General-Goods/Search/automotive-goods/car-parts/28475698,35.0,,As New,Christchurch,,7,New stock clearance pricing; Multiple part numbers included; Bulk electrical components,"Clearance sale pricing on new motorcycle electrical parts offers solid value, but utility depends entirely on whether these specific part numbers match your needs—appeal is limited if you don't own compatible motorcycles.",80,56,45,10,29,medium,Niche appeal; useful only to classic/specific motorcycle owners with matching models.,https://www.trademe.co.nz/a/search?search_string=Motorcycle%20Bulbs%20%2812V%20%26%206V%29%20%26%20Misc%20Motorcycle%20Electrical%20Parts%20%2ANew%2A,https://www.facebook.com/marketplace/search/?query=Motorcycle%20Bulbs%20%2812V%20%26%206V%29%20%26%20Misc%20Motorcycle%20Electrical%20Parts%20%2ANew%2A,https://www.ebay.com.au/sch/i.html?_nkw=Motorcycle%20Bulbs%20%2812V%20%26%206V%29%20%26%20Misc%20Motorcycle%20Electrical%20Parts%20%2ANew%2A&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: No Reserve; Closes 27 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Jewellery & Watches,Turners,Real price + condition,Light Jade Coloured Carved Stone,https://www.turners.co.nz/General-Goods/Search/jewellery/costume-jewellery/25315795,2.0,,Average,Odometer -,,3,"Untested, unverified authenticity; Average condition only; Very low starting price suggests quality concerns","Unauthentic jade carving at $2 risks being decorative resin or poor-quality stone; average condition and lack of testing make this a gamble, not a bargain.",,,8,6,300,low,Unverified jade items have limited buyer appeal and slow resale.,https://www.trademe.co.nz/a/search?search_string=Light%20Jade%20Coloured%20Carved%20Stone,https://www.facebook.com/marketplace/search/?query=Light%20Jade%20Coloured%20Carved%20Stone,https://www.ebay.com.au/sch/i.html?_nkw=Light%20Jade%20Coloured%20Carved%20Stone&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 28 Sep 26
Jewellery & Watches,Turners,Real price + condition,Lilac Colour Chalcedony Bangle,https://www.turners.co.nz/General-Goods/Search/jewellery/necklaces--pendants/25315814,1.0,,Average,Odometer -,,2,"Untested, condition unclear despite certificate; Vague 'average condition' suggests wear/damage; No independent verification of authenticity","Bargain price masks risk: untested jewelry with vague condition and unverified authentication certificate is a red flag, not a deal.",80,99,15,14,1400,low,Untested gemstone jewelry difficult to resell without certification.,https://www.trademe.co.nz/a/search?search_string=Lilac%20Colour%20Chalcedony%20Bangle,https://www.facebook.com/marketplace/search/?query=Lilac%20Colour%20Chalcedony%20Bangle,https://www.ebay.com.au/sch/i.html?_nkw=Lilac%20Colour%20Chalcedony%20Bangle&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only; Reserve: Reserve Met; Closes 28 Sep 26
,,,,,,,,,,,,,,,,,,,,,,,
Motorbikes,Turners,Real price + condition,2015 Honda TRX500FM2F,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/honda/trx500fm2f/28440273,1000.0,,,Turners Wellington Trucks & Machinery,,2,Cannot start - wrong key supplied; Major mechanical issue unresolved; Requires diagnostic work before use,Quad won't start with supplied key—likely ignition/electrical fault requiring expert diagnosis; price doesn't offset the repair uncertainty and downtime needed.,8500,88,2500,1500,150,low,Non-functional unit difficult to move; buyer must fix unknown problem.,https://www.trademe.co.nz/a/search?search_string=2015%20Honda%20TRX500FM2F,https://www.facebook.com/marketplace/search/?query=2015%20Honda%20TRX500FM2F,https://www.ebay.com.au/sch/i.html?_nkw=2015%20Honda%20TRX500FM2F&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only
Motorbikes,Turners,Real price + condition,2018 SYM GTS 300I EVO,https://www.turners.co.nz/motorcycles-scooters/Used-Motorbikes-for-Sale/sym/gts/27550202,300.0,,,Dunedin Trucks & Machinery,,2,"Non-functional, won't start or run; Multiple defects: ripped seat, fairing damage; Rego on hold, WOF/reg expired","A non-running 2018 scooter requiring mechanical diagnosis and cosmetic repairs represents poor value even at $300, with uncertain repair costs and legal status complications.",6500,95,1200,900,300,low,Buyer uncertainty about why it won't start; repair risk deters most secondhand buyers.,https://www.trademe.co.nz/a/search?search_string=2018%20SYM%20GTS%20300I%20EVO,https://www.facebook.com/marketplace/search/?query=2018%20SYM%20GTS%20300I%20EVO,https://www.ebay.com.au/sch/i.html?_nkw=2018%20SYM%20GTS%20300I%20EVO&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only
,,,,,,,,,,,,,,,,,,,,,,,
Trucks & Machinery,Turners,Real price + condition,2017 Homebuilt BWE Tanker - Single,https://www.turners.co.nz/Trucks-Machinery/Used-Trucks-and-Machinery-for-Sale/homebuilt/bwe/28281851,736.0,,,Turners Christchurch Trucks & Machinery,,3,"Untested engine, missing pull-start and cover; Lapsed rego, no plates, towing required; Specialized tanker with limited buyer pool",Untested petrol engine and incomplete components significantly limit value; niche item with small market demand despite low price.,3500,79,1200,464,63,low,"Specialized agricultural/industrial tanker, small buyer pool in NZ.",https://www.trademe.co.nz/a/search?search_string=2017%20Homebuilt%20BWE%20Tanker%20-%20Single,https://www.facebook.com/marketplace/search/?query=2017%20Homebuilt%20BWE%20Tanker%20-%20Single,https://www.ebay.com.au/sch/i.html?_nkw=2017%20Homebuilt%20BWE%20Tanker%20-%20Single&LH_Sold=1&LH_Complete=1&_sop=13,No comparable item found this run -- standalone assessment only
